Name,Cuisine,Coordinate
"Parsi Premium Sandwiches, Burgers, and Kabobs",Canadian;Burgers;Santé;Middle Eastern;Pub Food;Bistro;Hot Dogs & Sausages;Végétarien;Hamburgers;Moyen-Oriental;Healthy;International;Sandwichs et sous-marins;Hot dogs et saucisses;Vegetarian;Souper;Fait-maison;Poulet;Pitas;Canadien;Diner;Halal;Chicken;Sandwiches & Subs;Homemade,"(43.8276345605, -79.4265593062)"
Pasta Factory,Sandwichs et sous-marins;Italian;Poulet;Burgers;Chicken;Pasta;Sandwiches & Subs;Hamburgers;Italien;International;Pâtes,"(43.7447453, -79.2959512)"
Pasta Factory,Sandwichs et sous-marins;Café/Thé;Burgers;Smoothies;Santé;Desserts;Dessert;Coffee/Tea;Pasta;Sandwiches & Subs;Hamburgers;Healthy;International;Pâtes,"(43.7314957, -79.4041313)"
Pasta Factory,Sandwichs et sous-marins;Italian;Café/Thé;Burgers;Smoothies;Santé;Desserts;Dessert;Fait-maison;Poulet;Chicken;Coffee/Tea;Pasta;Sandwiches & Subs;Hamburgers;Healthy;Homemade;Italien;International;Pâtes,"(43.6897725, -79.3493279)"
Pasta Factory,Sandwichs et sous-marins;Italian;Café/Thé;Canadian;Burgers;Smoothies;Santé;Desserts;Dessert;Fait-maison;Poulet;Canadien;Chicken;Coffee/Tea;Pasta;Sandwiches & Subs;Hamburgers;Healthy;Homemade;Italien;International;Pâtes,"(43.7701651, -79.5513641)"
Pasta Pronta,Italian;Vegetarian;Santé;Desserts;Dessert;Souper;Fait-maison;Poulet;Diner;Halal;Végétarien;Chicken;Pasta;Healthy;Homemade;Italien;Pâtes,"(43.6872446077, -79.3970493228)"
Pasta Tutti Giorni,Pizza;Italian;Poulet;Fruits de mer;Seafood;Santé;Chicken;Pasta;Italien;Healthy;Pâtes,"(43.7983067, -79.1393529)"
Pastaman Catering,Italian;Poulet;Fruits de mer;Seafood;Santé;Chicken;Pasta;Italien;Healthy;International;Pâtes,"(43.7392805, -79.69563629999999)"
Pastel Creperie & Dessert House,Café/Thé;Boulangerie/Pâtisserie;Crèmerie;Ice Cream & Frozen Treats;Bakery;Coffee/Tea;Desserts;Dessert,"(43.7762722, -79.41440669999997)"
Pat's Perogies,Sandwichs et sous-marins;Café/Thé;Canadian;Burgers;Smoothies;Desserts;Dessert;Wings;Poulet;Ailes;Canadien;Chicken;Coffee/Tea;Sandwiches & Subs;Hamburgers,"(43.6897725, -79.3493279)"
Pat's Perogies,Sandwichs et sous-marins;American;Burgers;Smoothies;Européen;Desserts;European;Dessert;Wings;Poulet;Pitas;Ailes;Chicken;Sandwiches & Subs;Hamburgers;Américain;International,"(43.7447453, -79.2959512)"
Pat's Perogies,Sandwichs et sous-marins;Café/Thé;Burgers;Smoothies;Seafood;Wings;Poulet;Fruits de mer;Ailes;Chicken;Coffee/Tea;Sandwiches & Subs;Hamburgers,"(43.7701651, -79.5513641)"
Pat's Perogies,Sandwichs et sous-marins;Café/Thé;Canadian;Burgers;Smoothies;Grec;Desserts;Dessert;Souper;Wings;Poulet;Ailes;Pub Food;Canadien;Chicken;Coffee/Tea;Sandwiches & Subs;Hamburgers;Greek;International,"(43.7314957, -79.4041313)"
Patisserie La Cigogne,Fait-maison;Café/Thé;Boulangerie/Pâtisserie;Bakery;$10 Lunch;Coffee/Tea;Européen;Desserts;European;Dessert;Homemade;Diner 10$,"(43.7065484, -79.3758218)"
Patisserie La Cigogne,Fait-maison;Boulangerie/Pâtisserie;Bakery;Homemade,"(43.6824177, -79.3269025)"
Pearl Bayview Chinese Cuisine,Vegetarian;Seafood;Desserts;Noodle Shop;Asiatique;Dessert;Asian;Fait-maison;Poulet;Nouilles;Fruits de mer;Thaïlandais;Chinese;Végétarien;Chicken;Thai;Chinois;Fusion;Homemade;International,"(43.76842393512068, -79.38619506082455)"
Pearl Harbourfront,Vegetarian;Ice Cream & Frozen Treats;Seafood;Desserts;Dessert;Asiatique;Asian;BBQ;Fait-maison;Poulet;Crèmerie;Fruits de mer;Chinese;Ben & Jerry's;Végétarien;Chicken;Barbecue;Chinois;Fusion;Homemade;International,"(43.639197079110666, -79.38097427249147)"
Pearl Sushi,Sushis;Noodle Shop;Japanese;Asiatique;Asian;Lunch;Japonais;Nouilles;Poulet;Chicken;Sushi;Dîner;International,"(43.8774471, -79.4160516)"
Pearl Sushi Japanese Restaurant,Seafood;Sushis;Santé;Noodle Shop;Japanese;Asiatique;Asian;Japonais;Fait-maison;Nouilles;Poulet;Fruits de mer;Chicken;Sushi;Healthy;Homemade;International,"(43.6150845, -79.4883625)"
Peartree Restaurant,Sandwichs et sous-marins;Breakfast & Brunch;Burgers;Seafood;$10 Lunch;Desserts;Dessert;Lunch;Poulet;Fruits de mer;Chicken;Déjeuner et brunch;Sandwiches & Subs;Steakhouse;Hamburgers;Dîner;Diner 10$,"(43.665052, -79.367999)"
Pegasus Bar and Grill,Sandwichs et sous-marins;Hot dogs et saucisses;Café/Thé;Canadian;Breakfast & Brunch;Burgers;Santé;Poulet;Pitas;Pub Food;Bistro;Canadien;Hot Dogs & Sausages;Chicken;Déjeuner et brunch;Coffee/Tea;Sandwiches & Subs;Hamburgers;Healthy;International,"(43.66621489870623, -79.48731828703308)"
Peking Express,Seafood;Desserts;Dessert;Asiatique;Asian;Crèmerie;Thaïlandais;Pub Food;Bistro;Végétarien;Thai;Chinois;International;Vegetarian;Ice Cream & Frozen Treats;Poisson-frites;Noodle Shop;Souper;Fait-maison;Poulet;Nouilles;Fruits de mer;Fish and Chips;Diner;Traiteur;Chinese;Chicken;Ben & Jerry's;Catering;Homemade,"(43.6567495, -79.3646685)"
Peking Garden,Vegetarian;Seafood;Noodle Shop;Asiatique;Asian;Poulet;Nouilles;Fruits de mer;Chinese;Végétarien;Chicken;Chinois;International,"(43.7271064, -79.2295633)"
Pepe Pizza,Pizza;Sandwichs et sous-marins;Italian;Fait-maison;Canadian;Canadien;Sandwiches & Subs;Homemade;Italien;International,"(43.7869742, -79.4974547)"
Pepe's Perogies,Sandwichs et sous-marins;Souper;Burgers;Grec;Diner;Halal;Européen;Sandwiches & Subs;Hamburgers;European;Greek,"(43.7068948, -79.5051253)"
Perfect Blend Cafe,Sandwichs et sous-marins;Bagels;Poulet;Café/Thé;Boulangerie/Pâtisserie;Vegetarian;Bakery;Végétarien;Coffee/Tea;Chicken;Sandwiches & Subs,"(43.7009585, -79.5186169)"
Perfect Chinese Restaurant,Nouilles;Poulet;Fruits de mer;Vegetarian;Seafood;Chinese;Végétarien;Chicken;Chinois;Noodle Shop;International,"(43.7877285312, -79.2702481349)"
Perkins,Sandwichs et sous-marins;Canadian;Breakfast & Brunch;Burgers;Bakery;Santé;Desserts;Dessert;Souper;Poulet;Boulangerie/Pâtisserie;Canadien;Diner;Chicken;Déjeuner et brunch;Sandwiches & Subs;Hamburgers;Healthy,"(43.82894191461181, -79.0976922539673)"
Perkins Restaurant & Bakery,Sandwichs et sous-marins;Canadian;Breakfast & Brunch;Burgers;Bakery;Santé;Desserts;Dessert;Poulet;Boulangerie/Pâtisserie;Bistro;Canadien;Diner;Chicken;Déjeuner et brunch;Sandwiches & Subs;Hamburgers;Healthy,"(43.6924303, -79.5728991)"
Pero Restaurant & Lounge,Vegetarian;Seafood;Éthiopien;African;Fait-maison;Poulet;Fruits de mer;Africain;Végétarien;Chicken;Ethiopian;Homemade;International,"(43.6627952, -79.4227388)"
Perogie Land,Fait-maison;Poulet;Canadian;Vegetarian;Canadien;Végétarien;Européen;Chicken;European;Homemade;International,"(43.806975, -79.4715311)"
Persian Top Meal,Mediterranean;Méditerranéen;Poulet;Middle Eastern;Chicken;Moyen-Oriental;International,"(43.8436624, -79.3779124)"
Peter G's,Sandwichs et sous-marins;Souper;Café/Thé;Breakfast & Brunch;Burgers;Diner;Coffee/Tea;Déjeuner et brunch;Sandwiches & Subs;Hamburgers,"(43.7283756442, -79.4798534227)"
Phaze 2 Africa Caribbean,Unspecified,"(43.6921025128, -79.5323750093)"
Philly Fred,Sandwichs et sous-marins;Poulet;Smoothies;Chicken;Desserts;Sandwiches & Subs;Dessert,"(43.7068948, -79.5051253)"
Philly Phil's,Sandwichs et sous-marins;Souper;Fait-maison;Poulet;American;Pub Food;Smoothies;Chicken;Sandwiches & Subs;Américain;Homemade,"(43.5972874, -79.5230093)"
Philly's Finest,Sandwichs et sous-marins;Café/Thé;Canadian;Burgers;Smoothies;Santé;Desserts;Dessert;Souper;Wings;Poulet;Ailes;Pub Food;Canadien;Chicken;Coffee/Tea;Sandwiches & Subs;Hamburgers;Healthy;International,"(43.6897725, -79.3493279)"
Philly's Finest,Sandwichs et sous-marins;Poulet;Burgers;Smoothies;Chicken;Steakhouse;Sandwiches & Subs;Desserts;Hamburgers;Dessert,"(43.7314957, -79.4041313)"
Philly's Finest,Sandwichs et sous-marins;Café/Thé;Canadian;Burgers;Smoothies;Grec;Santé;Desserts;Dessert;Souper;Wings;Poulet;Ailes;Pub Food;Canadien;Chicken;Coffee/Tea;Sandwiches & Subs;Hamburgers;Greek;Healthy;International,"(43.7447453, -79.2959512)"
Philly's Finest,Sandwichs et sous-marins;Café/Thé;Canadian;Burgers;Smoothies;Seafood;Wings;Poulet;Fruits de mer;Ailes;Canadien;Chicken;Coffee/Tea;Sandwiches & Subs;Hamburgers,"(43.7701651, -79.5513641)"
Philthy Philly's,BBQ;Sandwichs et sous-marins;Fait-maison;Poulet;Canadian;Canadien;Fast Food;Chicken;Prêt-à-manger;Barbecue;Sandwiches & Subs;Homemade,"(43.8199879063, -79.1147013092)"
Philthy Philly's,Sandwichs et sous-marins;Canadian;Vegetarian;Burgers;$10 Lunch;Fast Food;BBQ;Fait-maison;Poulet;Canadien;Végétarien;Chicken;Prêt-à-manger;Barbecue;Sandwiches & Subs;Hamburgers;Homemade;Diner 10$,"(43.6740688, -79.4704472)"
Pho 2 Go,Café/Thé;Santé;Noodle Shop;Asiatique;Asian;Nouilles;Poulet;Vietnamese;Chicken;Coffee/Tea;Vietnamien;Healthy;International,"(43.714407573176445, -79.3337457037062)"
Pho 72,Fait-maison;Nouilles;Poulet;Vietnamese;Chicken;Noodle Shop;Vietnamien;Asiatique;Asian;Homemade;International,"(43.8547149, -79.2575368)"
Pho 99 Fine Vietnamese Restaurant,Poulet;Nouilles;Fruits de mer;Vegetarian;Seafood;Vietnamese;Végétarien;Chicken;Noodle Shop;Vietnamien;Asiatique;Asian,"(43.86843160000001, -79.28495850000002)"
Pho Bo To,Sandwichs et sous-marins;Café/Thé;Vegetarian;Seafood;Santé;Noodle Shop;Asiatique;Asian;BBQ;Fait-maison;Nouilles;Poulet;Fruits de mer;Vietnamese;Végétarien;Chicken;Coffee/Tea;Barbecue;Sandwiches & Subs;Vietnamien;Healthy;Homemade,"(43.7045581, -79.4921887)"
Pho East,Vegetarian;Smoothies;Seafood;Santé;Noodle Shop;Fait-maison;Wings;Nouilles;Fruits de mer;Thaïlandais;Ailes;Vietnamese;Végétarien;Thai;Vietnamien;Healthy;Homemade;International,"(43.665865435985694, -79.3514827343933)"
Pho Ha Noi 54,Poulet;Nouilles;Vietnamese;Chicken;Noodle Shop;Vietnamien;Asiatique;Asian;International,"(43.5795389, -79.614635)"
Pho Hoa 89,Organic;Seafood;Santé;Noodle Shop;Asiatique;Asian;Locally Sourced;Fait-maison;Poulet;Nouilles;Fruits de mer;Thaïlandais;Vietnamese;Source locale;Chicken;Thai;Vietnamien;Fusion;Biologique;Healthy;Homemade,"(43.5921223, -79.6666132)"
Pho Huong,Café/Thé;Vegetarian;Seafood;Desserts;Noodle Shop;Dessert;Asiatique;Asian;Nouilles;Poulet;Fruits de mer;Vietnamese;Végétarien;Chicken;Coffee/Tea;Vietnamien;International,"(43.665279, -79.4687625)"
Pho Lam,Seafood;Noodle Shop;Asiatique;Asian;Locally Sourced;Poulet;Nouilles;Fruits de mer;Vietnamese;Source locale;Chicken;Vietnamien;International,"(43.5810651, -79.613843)"
Pho Lang Viet,Exclusive;Santé;Noodle Shop;Exclusivité;Asiatique;Asian;Fait-maison;Nouilles;Poulet;Thaïlandais;Vietnamese;Chicken;Thai;Vietnamien;Healthy;Homemade,"(43.6895048, -79.7390478)"
Pho Mi 99,Nouilles;Poulet;Vietnamese;Chicken;Noodle Shop;Vietnamien;Asiatique;Asian;International,"(43.66348918200916, -79.73200254973756)"
Pho Nhi,Vegetarian;Organic;Santé;Noodle Shop;Locally Sourced;Fait-maison;Poulet;Nouilles;Vietnamese;Source locale;Végétarien;Chicken;Vietnamien;Biologique;Healthy;Homemade,"(43.78373, -79.2877035)"
Pho Now,Sandwichs et sous-marins;Vegetarian;Seafood;Asiatique;Asian;Fait-maison;Poulet;Fruits de mer;Vietnamese;Végétarien;Chicken;Sandwiches & Subs;Vietnamien;Homemade;International,"(43.6672049, -79.4875255)"
Pho Phuong Fine Vietnamese Cuisine,Vegetarian;Noodle Shop;Asiatique;Asian;Fait-maison;Poulet;Nouilles;Vietnamese;Végétarien;Chicken;Vietnamien;Homemade;International,"(43.6496743, -79.4351157)"
Pho Plus,Vegetarian;Seafood;Desserts;Noodle Shop;Asiatique;Dessert;Asian;Souper;Fait-maison;Poulet;Nouilles;Fruits de mer;Vietnamese;Diner;Végétarien;Chicken;Vietnamien;Homemade,"(43.786330736683624, -79.46882879999998)"
Pho Q,Unspecified,"(43.80646360076691, -79.28948592408142)"
Pho Queen City,Nouilles;Poulet;Vegetarian;Vietnamese;Végétarien;Chicken;Noodle Shop;Vietnamien;Asiatique;Asian;International,"(43.5823432758, -79.6188600688)"
Pho Quinn,Santé;Noodle Shop;Asiatique;Asian;Fait-maison;Nouilles;Poulet;Vietnamese;Chicken;Vietnamien;Healthy;Homemade;International,"(43.86826124341512, -79.28335411904908)"
Pho Saigon,Locally Sourced;Nouilles;Gluten Friendly;Vegetarian;Organic;Sensible au gluten;Vietnamese;Source locale;Végétarien;Noodle Shop;Vietnamien;Biologique,"(43.8344204, -79.0906485)"
Pho Saigon,Vegetarian;Organic;Seafood;Noodle Shop;Asiatique;Asian;Locally Sourced;Nouilles;Poulet;Gluten Friendly;Fruits de mer;Sensible au gluten;Vietnamese;Source locale;Végétarien;Chicken;Vietnamien;Biologique,"(43.7270068, -79.2882251)"
Pho Saigon Bangkok Restaurant,Nouilles;Poulet;Crèmerie;Ice Cream & Frozen Treats;Vietnamese;Ben & Jerry's;Chicken;Noodle Shop;Vietnamien;Asiatique;Asian;International,"(43.669609, -79.4822644)"
Pho Saigon St,Vegetarian;Seafood;Noodle Shop;Asiatique;Asian;Nouilles;Poulet;Fruits de mer;Vietnamese;Végétarien;Chicken;Vietnamien;International,"(43.79123510000001, -79.44813210000001)"
Pho Soho,Vegetarian;Seafood;Santé;Noodle Shop;Asiatique;Asian;Fait-maison;Nouilles;Poulet;Fruits de mer;Vietnamese;Végétarien;Chicken;Vietnamien;Healthy;Homemade,"(43.6167794, -79.6174349)"
Pho Super 7,Café/Thé;Seafood;Santé;Noodle Shop;Asiatique;Asian;Nouilles;Poulet;Fruits de mer;Vietnamese;Chicken;Coffee/Tea;Vietnamien;Healthy,"(43.7762487, -79.6030505)"
Pho Truc Lam,Café/Thé;Vietnamese;Santé;Coffee/Tea;Vietnamien;Dîner;Asiatique;Asian;Healthy;International;Lunch,"(43.7922411, -79.5472603)"
Pho U,Vegetarian;Seafood;Noodle Shop;Asiatique;Asian;Poulet;Nouilles;Fruits de mer;Thaïlandais;Vietnamese;Végétarien;Chicken;Thai;Vietnamien;International,"(43.6616589, -79.3670756)"
Pho U & I,Vegetarian;Noodle Shop;Asiatique;Asian;Nouilles;Thaïlandais;Vietnamese;Chinese;Végétarien;Thai;Chinois;Vietnamien;International,"(43.6656095, -79.4851713)"
Pho Vietnamese Delight,Smoothies;Seafood;$10 Lunch;Noodle Shop;Asiatique;Asian;BBQ;Fait-maison;Nouilles;Poulet;Fruits de mer;Thaïlandais;Vietnamese;Chicken;Barbecue;Thai;Vietnamien;Homemade;Diner 10$;International,"(43.7943731, -79.353754)"
Pho Xe Lua,Poulet;Fruits de mer;Smoothies;Seafood;Vietnamese;Chicken;Desserts;Vietnamien;Asiatique;Dessert;Asian;International,"(43.8771804858, -79.4160488712)"
Pho Xe Lua Vietnamese Restaurant,Poulet;Fruits de mer;Smoothies;Seafood;Vietnamese;Chicken;Desserts;Vietnamien;Dessert;Asiatique;Asian;International,"(43.7910539765, -79.3671850921)"
Pho Xe Lua Vietnamese Restaurant,Smoothies;Seafood;Desserts;Noodle Shop;Dessert;Asiatique;Asian;Poulet;Nouilles;Fruits de mer;Vietnamese;Chicken;Vietnamien;International,"(43.809163251041554, -79.26962353007048)"
Pho Xin Chao,Café/Thé;Vegetarian;Smoothies;Desserts;Noodle Shop;Dessert;Asiatique;Asian;Souper;Fait-maison;Poulet;Nouilles;Pub Food;Bistro;Vietnamese;Diner;Végétarien;Chicken;Coffee/Tea;Vietnamien;Homemade,"(43.7996312, -79.4201297)"
Phyllo Cafe,Mediterranean;Méditerranéen;Café/Thé;Grec;Coffee/Tea;Desserts;Dessert;Greek,"(43.6892824, -79.3489095)"
Phyllo You Bakery,Fait-maison;Boulangerie/Pâtisserie;Vegetarian;Bakery;Grec;Santé;Végétarien;Desserts;Dessert;Greek;Homemade;Healthy,"(43.6986939, -79.3964485)"
Pi Co.,Canadian;Vegetarian;Santé;Desserts;Dessert;Lunch;Pizza;Canadien;Végétarien;Fusion;Dîner;Healthy;International,"(43.7350865, -79.3439956)"
Pi Co.,Pizza;Canadian;Vegetarian;Canadien;Santé;Végétarien;Desserts;Dessert;Fusion;Healthy;International,"(43.6486493666, -79.385758419)"
Pi Co.,Canadian;Vegetarian;$10 Lunch;Santé;Desserts;Dessert;Lunch;Pizza;Canadien;Végétarien;Fusion;Dîner;Healthy;Diner 10$;International,"(43.77799784648584, -79.34326527964276)"
Pi Co.,Canadian;Vegetarian;$10 Lunch;Santé;Desserts;Dessert;Lunch;Pizza;Canadien;Végétarien;Fusion;Dîner;Healthy;Diner 10$;International,"(43.6764868, -79.3584807)"
Pi Co.,Canadian;Vegetarian;Santé;Desserts;Dessert;Lunch;Pizza;Canadien;Végétarien;Fusion;Dîner;Healthy;International,"(43.6716249, -79.382984)"
Pi Co.,Canadian;Vegetarian;Santé;Desserts;Dessert;Lunch;Pizza;Canadien;Végétarien;Fusion;Dîner;Healthy;International,"(43.6813665, -79.4257733)"
Pi Co.,Canadian;Vegetarian;Santé;Desserts;Dessert;Lunch;Pizza;Canadien;Végétarien;Fusion;Dîner;Healthy;International,"(43.7051768, -79.397814)"
Pi Co.,Canadian;Vegetarian;Santé;Desserts;Dessert;Lunch;Pizza;Canadien;Végétarien;Fusion;Dîner;Healthy;International,"(43.6653255, -79.4097571)"
Pi Co.,Canadian;Vegetarian;Santé;Desserts;Dessert;Lunch;Pizza;Canadien;Végétarien;Fusion;Dîner;Healthy;International,"(43.6701855709, -79.3898685086)"
Pi Co.,Canadian;Vegetarian;$10 Lunch;Santé;Desserts;Dessert;Lunch;Pizza;Canadien;Végétarien;Fusion;Dîner;Healthy;Diner 10$;International,"(43.61330125675875, -79.55904981745726)"
Pi Co.,Pizza;Canadian;Vegetarian;Canadien;Santé;Végétarien;Desserts;Fusion;Dessert;Healthy,"(43.6493806, -79.3745319)"
Pi Co.,Repas Familial;Canadian;Vegetarian;$10 Lunch;Santé;Desserts;Dessert;Pizza;Traiteur;Canadien;Végétarien;Catering;Fusion;Healthy;Diner 10$;Family Meals;International,"(43.64738451406149, -79.39636856812285)"
Piazzetta Trattoria,Italian;Seafood;Desserts;Dessert;Pizza;Fait-maison;Poulet;Gluten Friendly;Fruits de mer;Sensible au gluten;Chicken;Homemade;Italien,"(43.7335363806, -79.4041660521)"
Pickle Barrel Restaurant,Sandwichs et sous-marins;American;Vegetarian;Breakfast & Brunch;Burgers;Poisson-frites;Smoothies;Seafood;Desserts;Dessert;Poulet;Fruits de mer;Gluten Friendly;Sensible au gluten;Fish and Chips;Pub Food;Bistro;Chicken;Déjeuner et brunch;Végétarien;Sandwiches & Subs;Steakhouse;Hamburgers;Américain,"(43.70734590093365, -79.39906366134909)"
Pickle Barrel Restaurant,Italian;American;Burgers;Seafood;Desserts;Dessert;Gluten Friendly;Sensible au gluten;Pub Food;Bistro;Végétarien;Steakhouse;Hamburgers;Américain;Sandwichs et sous-marins;Vegetarian;Breakfast & Brunch;Poisson-frites;Smoothies;Poulet;Fruits de mer;Fish and Chips;Chicken;Déjeuner et brunch;Sandwiches & Subs;Italien,"(43.7261766088, -79.4543447673)"
Pickle Barrel Restaurant,Italian;American;Burgers;Seafood;Desserts;Dessert;Gluten Friendly;Sensible au gluten;Pub Food;Bistro;Végétarien;Steakhouse;Hamburgers;Américain;Sandwichs et sous-marins;Vegetarian;Breakfast & Brunch;Poisson-frites;Smoothies;Poulet;Fruits de mer;Fish and Chips;Chicken;Déjeuner et brunch;Sandwiches & Subs;Italien,"(43.82593831014244, -79.54230755643857)"
Pickle Barrel Restaurant,Italian;American;Burgers;Seafood;Desserts;Dessert;Gluten Friendly;Sensible au gluten;Pub Food;Bistro;Végétarien;Steakhouse;Hamburgers;Américain;Sandwichs et sous-marins;Vegetarian;Breakfast & Brunch;Poisson-frites;Smoothies;Poulet;Fruits de mer;Fish and Chips;Chicken;Déjeuner et brunch;Sandwiches & Subs;Italien,"(43.7994826, -79.3690124)"
Pickle Barrel Restaurant,Sandwichs et sous-marins;Italian;American;Vegetarian;Breakfast & Brunch;Burgers;Poisson-frites;Smoothies;Seafood;Desserts;Dessert;Poulet;Fruits de mer;Gluten Friendly;Sensible au gluten;Fish and Chips;Chicken;Déjeuner et brunch;Végétarien;Sandwiches & Subs;Steakhouse;Hamburgers;Américain;Italien,"(43.868086096845786, -79.29008941191972)"
Pig Out BBQ,Sandwichs et sous-marins;American;Canadian;Burgers;BBQ;Poulet;Pub Food;Bistro;Traiteur;Canadien;Chicken;Barbecue;Sandwiches & Subs;Hamburgers;Catering;Américain,"(43.82213082596964, -79.11251759811637)"
Pinkberry,Fait-maison;American;Crèmerie;Gluten Friendly;Sensible au gluten;Ice Cream & Frozen Treats;Desserts;Dessert;Américain;Homemade,"(43.61327846230001, -79.5583490204591)"
Piri Piri Grillhouse,Sandwichs et sous-marins;Santé;Européen;European;BBQ;Fait-maison;Poulet;Chicken;Barbecue;Sandwiches & Subs;Healthy;Homemade;International,"(43.6661947644, -79.4498875607)"
Pita & Grill,Fait-maison;Poulet;Middle Eastern;Pitas;Chicken;Moyen-Oriental;Homemade;International,"(43.6342405, -79.6241549)"
Pita & Grill,Fait-maison;Poulet;Middle Eastern;Pitas;Burgers;Grec;Chicken;Hamburgers;Moyen-Oriental;Greek;Homemade;International,"(43.57719562030909, -79.61947015092619)"
Pita & Grill,Burgers;Grec;Mediterranean;Méditerranéen;Fait-maison;Poulet;Middle Eastern;Pitas;Halal;Chicken;Hamburgers;Moyen-Oriental;Greek;Donair;Homemade;International,"(43.645874, -79.7042309)"
Pita Grill,Vegetarian;Ice Cream & Frozen Treats;Desserts;Dessert;Poulet;Middle Eastern;Crèmerie;Pitas;Ben & Jerry's;Végétarien;Chicken;Prix des restos 2019;Moyen-Oriental;Restaurant Award 2019,"(43.5203279, -79.6863192)"
Pita Ikram,Ice Cream & Frozen Treats;$10 Lunch;Santé;Lunch;Mediterranean;Méditerranéen;Fait-maison;Poulet;Middle Eastern;Crèmerie;Ben & Jerry's;Halal;Chicken;Moyen-Oriental;Dîner;Healthy;Homemade;Diner 10$;International,"(43.6923182, -79.4409185)"
Pita Ikram,Santé;Lunch;Mediterranean;Méditerranéen;Fait-maison;Poulet;Middle Eastern;Pitas;Halal;Chicken;Moyen-Oriental;Dîner;Healthy;Homemade;International,"(43.7676542, -79.4749394)"
Pita King,Mediterranean;Méditerranéen;Poulet;Pitas;Santé;Chicken;Desserts;Dessert;Healthy,"(43.6650443, -79.6584555)"
