Name,Cuisine,Coordinate
Old School,Gauffres;Waffles;Canadian;Breakfast & Brunch;BBQ;Souper;Fait-maison;Wings;Poulet;Ailes;Pub Food;Bistro;Canadien;Diner;Chicken;Déjeuner et brunch;Barbecue;Steakhouse;Homemade,"(43.65204222672283, -79.40844835767211)"
Old Time Chinese Cuisine,Canadian;Fruits de mer;Seafood;Canadien;Chinese;Chinois;Asiatique;Asian;International,"(43.7482385, -79.3474798)"
Olde Village Bistro,Sandwichs et sous-marins;Italian;Canadian;Breakfast & Brunch;Burgers;Traiteur;Canadien;Déjeuner et brunch;Sandwiches & Subs;Hamburgers;Catering;Italien,"(43.8612512, -79.3117394)"
Oliva,Sandwichs et sous-marins;Bagels;Café/Thé;Breakfast & Brunch;Vegetarian;Bakery;Smoothies;Desserts;Dessert;Boulangerie/Pâtisserie;Végétarien;Déjeuner et brunch;Coffee/Tea;Sandwiches & Subs,"(43.6502432, -79.3696067)"
Olive Tree Delicafe,Sandwichs et sous-marins;Café/Thé;American;Canadian;Breakfast & Brunch;Fast Food;Delicatessen;Santé;Desserts;Dessert;Canadien;Déjeuner et brunch;Coffee/Tea;Prêt-à-manger;Sandwiches & Subs;Épicerie fine;Américain;Healthy,"(43.66828335721609, -79.68263205396727)"
Oliver's Gone Italian,Canadian;Burgers;Seafood;Fait-maison;Poulet;Fruits de mer;Pub Food;Bistro;Canadien;Chicken;Pasta;Hamburgers;Homemade;Pâtes,"(43.6489483257, -79.6616594105)"
Omni Java,Italian;Burgers;Grec;Seafood;Santé;Méditerranéen;Végétarien;Coffee/Tea;Hamburgers;Healthy;Sandwichs et sous-marins;Café/Thé;Vegetarian;Breakfast & Brunch;Smoothies;Noodle Shop;Pizza;Souper;Mediterranean;Fait-maison;Poulet;Nouilles;Fruits de mer;Diner;Chicken;Déjeuner et brunch;Sandwiches & Subs;Greek;Homemade;Italien,"(43.7125101, -79.4280157)"
Omni Palace Noodle House,Noodle Shop;Asiatique;Asian;BBQ;Wings;Nouilles;Poulet;Ailes;Chinese;Halal;Chicken;Barbecue;Chinois;International,"(43.7707376308, -79.3316361786)"
Omy Chicken,Wings;Poulet;Ailes;Chicken,"(43.6506868, -79.5804482)"
On A Bun - Italian Sandwiches,Italian;Burgers;Santé;Desserts;Dessert;Vegan;Gluten Friendly;Sensible au gluten;Végétarien;Coffee/Tea;Hamburgers;Végétalien;Healthy;Sandwichs et sous-marins;Café/Thé;Vegetarian;Fast Food;Poulet;Traiteur;Halal;Chicken;Prêt-à-manger;Sandwiches & Subs;Catering;Italien,"(43.5789412224, -79.6500792037)"
On The Rocks,Canadian;Vegetarian;Seafood;Santé;Noodle Shop;Asiatique;Asian;Fait-maison;Wings;Poulet;Nouilles;Fruits de mer;Thaïlandais;Ailes;Canadien;Chinese;Chicken;Végétarien;Thai;Chinois;Fusion;Healthy;Homemade;International,"(43.65016351168836, -79.36839050552253)"
On The Stick,Japonais;Poulet;Sushis;Chicken;Sushi;Japanese,"(43.688706, -79.3919315)"
One Plus One Pizza,Italian;Canadian;Fast Food;Desserts;Dessert;Pizza;Mediterranean;Méditerranéen;Fait-maison;Poulet;Canadien;Chicken;Prêt-à-manger;Homemade;Italien,"(43.687143, -79.4385538)"
Ono Poke Bar,Locally Sourced;Fait-maison;Source locale;Santé;Homemade;Healthy;International,"(43.6395258, -79.4158554)"
Ono Poke Bar,Fait-maison;Vegetarian;Sushis;Santé;Végétarien;Sushi;Asiatique;Asian;Homemade;Healthy;International,"(43.7085199, -79.3989279)"
Ontario Pizza Unlimited,Pizza;Wings;Poulet;Vegetarian;Ailes;Pub Food;Bistro;Végétarien;Chicken,"(43.74285762171994, -79.59724283254093)"
Orchid Garden Bar & Grill,Sandwichs et sous-marins;Wings;Crèmerie;Pitas;Fruits de mer;Breakfast & Brunch;Ice Cream & Frozen Treats;Ailes;Seafood;Ben & Jerry's;Déjeuner et brunch;Sandwiches & Subs,"(43.7798642332, -79.2980579172)"
Orfus Wrap And Grill,Fait-maison;American;Middle Eastern;Pitas;Burgers;Halal;Hamburgers;Moyen-Oriental;Américain;Homemade,"(43.719654114220376, -79.45730744114593)"
Organique Juice Bar,Sandwichs et sous-marins;Organic;Smoothies;Santé;Desserts;Dessert;Vegan;Poulet;Chicken;Sandwiches & Subs;Végétalien;Biologique;Healthy,"(43.5821478, -79.7154576)"
Orient Express,Fait-maison;Nouilles;Chinese;Chinois;Noodle Shop;Asiatique;Asian;Homemade;International,"(43.7855135, -79.275682)"
Oriental City,Canadian;Vegetarian;Seafood;Noodle Shop;Asiatique;Asian;Wings;Poulet;Nouilles;Fruits de mer;Ailes;Canadien;Végétarien;Chicken;International,"(43.69076290790711, -79.47184888650816)"
Oriental Taste,Vegetarian;Poisson-frites;Seafood;Desserts;Noodle Shop;Dessert;Asiatique;Asian;Wings;Poulet;Nouilles;Fruits de mer;Thaïlandais;Ailes;Fish and Chips;Chinese;Végétarien;Chicken;Thai;Chinois;International,"(43.65671845123558, -79.36478115277862)"
Oriental Thai Chinese Food,Poulet;Thaïlandais;Vegetarian;Chinese;Végétarien;Chicken;Thai;Chinois;Asiatique;Fusion;Asian;International,"(43.7051168, -79.2524508865)"
Original Grill,Sandwichs et sous-marins;Mediterranean;Méditerranéen;Poulet;Pitas;Burgers;Grec;Chicken;Sandwiches & Subs;Hamburgers;Greek;International,"(43.6782051, -79.3476558)"
Original Shawarma,Organic;Santé;Mediterranean;Locally Sourced;Méditerranéen;Fait-maison;Poulet;Pitas;Source locale;Chicken;Fusion;Biologique;Healthy;Homemade,"(43.57593085474476, -79.65507299629519)"
Orly Grill,Poulet;Middle Eastern;Pitas;Chicken;Moyen-Oriental;International,"(43.7551053, -79.4421604)"
Oro di Napoli Pizzeria,Haute Cuisine;Pizza;Italian;Fait-maison;Fruits de mer;Seafood;Homemade;Italien;International,"(43.6177976, -79.487436)"
Oruma Indian Take Out & Bakers,Repas Familial;Poulet;Vegetarian;Indian;Végétarien;Chicken;Desserts;Indien;Dessert;Family Meals;International,"(43.7352519, -79.2467435)"
Orwell's,Sandwichs et sous-marins;Fait-maison;Poulet;Pub Food;Burgers;Bistro;Chicken;Sandwiches & Subs;Hamburgers;Homemade,"(43.644731, -79.5228661)"
Osaka Sushi & Bar,Locally Sourced;Japonais;Fait-maison;Fruits de mer;Seafood;Sushis;Source locale;Santé;Sushi;Japanese;Homemade;Healthy,"(43.81024572507018, -79.26994792275389)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.7702042, -79.500486)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.66723300270738, -79.4882189341156)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.688997, -79.2970378)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.6778445, -79.3491411)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.6571912108, -79.4032810497)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.6497555, -79.4833051)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.6507038, -79.5273896)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.84333, -79.4080531)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.8228064, -79.1114459)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.7108048, -79.3988839)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.6817045943, -79.4719503028)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.6382366, -79.6220052)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.647335, -79.4024352)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.7332699, -79.4514346)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.720368265924755, -79.60114109895017)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.7738268503, -79.4921186992)"
Osmow's,Vegetarian;Grec;Santé;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Greek;Healthy,"(43.852586, -79.3591327)"
Osmow's,Sandwichs et sous-marins;Vegetarian;Santé;Mediterranean;Méditerranéen;Fait-maison;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Sandwiches & Subs;Moyen-Oriental;Fusion;Healthy;Homemade;International,"(43.7851825, -79.477727)"
Osmow's,Vegetarian;Grec;Santé;Vegan;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Pitas;Végétarien;Chicken;Moyen-Oriental;Végétalien;Greek;Healthy,"(43.899143, -79.3949773)"
Osteria Gente,Pizza;Italian;Gluten Friendly;Sensible au gluten;Santé;Pasta;Italien;Healthy;International;Pâtes,"(43.8037244, -79.5498947)"
Ottimo Ristorante,Italian;Vegetarian;Seafood;Européen;Desserts;European;Dessert;Pizza;Fait-maison;Poulet;Fruits de mer;Traiteur;Végétarien;Chicken;Pasta;Catering;Homemade;Italien;International;Pâtes,"(43.646804, -79.5138807)"
OurKitchen & New York Fried Chicken,Mediterranean;Méditerranéen;Poulet;Fish and Chips;Poisson-frites;Indian;Chicken;Fusion;Indien,"(43.7531004, -79.542035)"
Outrigger,Sandwichs et sous-marins;Burgers;Poisson-frites;Seafood;Wings;Poulet;Fruits de mer;Ailes;Fish and Chips;Pub Food;Bistro;Chicken;Pasta;Sandwiches & Subs;Hamburgers;Pâtes,"(43.672728858, -79.2878158558)"
Oxtail Pho - Banh Mi & Vegetarian,Café/Thé;Vegetarian;Seafood;Noodle Shop;Asiatique;Asian;Souper;Fait-maison;Nouilles;Poulet;Fruits de mer;Vietnamese;Diner;Végétarien;Chicken;Coffee/Tea;Vietnamien;Homemade,"(43.6518091, -79.4089374)"
Ozzy's Burger,Poulet;American;Burgers;Fast Food;Chicken;Prêt-à-manger;Hamburgers;Américain,"(43.8287328, -79.5370337)"
P&M Restaurant,Canadian;Burgers;Poisson-frites;Grec;Seafood;Mediterranean;Méditerranéen;Wings;Poulet;Pitas;Fruits de mer;Ailes;Fish and Chips;Canadien;Chicken;Pasta;Hamburgers;Greek;Pâtes,"(43.700541823146196, -79.51799452609202)"
PG Clucks,Sandwichs et sous-marins;Poulet;American;Canadian;Canadien;Fast Food;Chicken;Prêt-à-manger;Sandwiches & Subs;Américain,"(43.6663274, -79.4065874)"
PG Clucks,Sandwichs et sous-marins;Poulet;Canadian;Canadien;Chicken;Sandwiches & Subs,"(43.6553023, -79.4145844)"
PICO DE GALLO,Sandwichs et sous-marins;Mexican;Vegetarian;Mexicain;Seafood;Desserts;Dessert;Poulet;Fruits de mer;Tacos;Végétarien;Chicken;Sandwiches & Subs;International,"(43.654581, -79.4024681)"
PZA Restaurant & Bar,Pizza;Italian;Fait-maison;Gluten Friendly;Sensible au gluten;Pasta;Homemade;Italien;Pâtes,"(43.79104936971139, -79.5472317878357)"
Pai,Vegetarian;Seafood;Noodle Shop;Asiatique;Asian;Vegan;Wings;Poulet;Nouilles;Gluten Friendly;Fruits de mer;Thaïlandais;Sensible au gluten;Ailes;Végétarien;Chicken;Thai;Végétalien,"(43.6478695, -79.38868489999999)"
Pai Northern Thai Kitchen,Seafood;Santé;Noodle Shop;Vegan;Wings;Poulet;Nouilles;Gluten Friendly;Fruits de mer;Thaïlandais;Sensible au gluten;Ailes;Chicken;Thai;Végétalien;Healthy,"(43.6234087, -79.5124198)"
Paisano's,Sandwichs et sous-marins;Vegetarian;Seafood;Européen;European;Pizza;Poulet;Fruits de mer;Végétarien;Chicken;Pasta;Sandwiches & Subs;International;Pâtes,"(43.7645352, -79.4002102)"
Pak Darbar,Sandwichs et sous-marins;Poulet;Café/Thé;Indian;Coffee/Tea;Chicken;Desserts;Sandwiches & Subs;Fusion;Indien;Dessert,"(43.5321422, -79.6727509)"
Palma's Kitchen,Sandwichs et sous-marins;Italian;Organic;Santé;Pizza;Poulet;Chicken;Pasta;Sandwiches & Subs;Biologique;Healthy;Italien;Pâtes,"(43.5691415, -79.6533244)"
Palmyra Mediterranean House,Sandwichs et sous-marins;Mediterranean;Méditerranéen;Poulet;Middle Eastern;Chicken;Sandwiches & Subs;Desserts;Dessert;Moyen-Oriental,"(43.6489527, -79.6043251)"
PanPan Noodle Bar,Nouilles;Sushis;Sushi;Desserts;Noodle Shop;Asiatique;Dessert;Asian;International,"(43.6559749, -79.3929904)"
Panafest Restaurant & Sportsbar,Fait-maison;Wings;Poulet;Ailes;Africain;Chicken;Homemade;African,"(43.7420332, -79.5143671)"
Panago Pizza,Italian;Vegetarian;Vegan;Pizza;Mediterranean;Méditerranéen;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Végétarien;Chicken;Végétalien;Italien,"(43.7314258, -79.4194594)"
Panago Pizza,Italian;Vegetarian;Vegan;Pizza;Mediterranean;Méditerranéen;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Végétarien;Chicken;Végétalien;Italien,"(43.63967054945398, -79.5374361876274)"
Panago Pizza,Italian;Vegetarian;Vegan;Pizza;Mediterranean;Méditerranéen;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Végétarien;Chicken;Végétalien;Italien,"(43.66969013277168, -79.38006806878661)"
Panago Pizza,Italian;Vegetarian;Vegan;Pizza;Mediterranean;Méditerranéen;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Végétarien;Chicken;Végétalien;Italien,"(43.708324, -79.3927485)"
Panago Pizza,Italian;Vegetarian;Vegan;Pizza;Mediterranean;Méditerranéen;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Végétarien;Chicken;Végétalien;Italien,"(43.62288240340558, -79.48333396217959)"
Panago Pizza,Italian;Vegetarian;Vegan;Pizza;Mediterranean;Méditerranéen;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Végétarien;Chicken;Végétalien;Italien,"(43.6422063, -79.3832744)"
Panago Pizza,Italian;Vegetarian;Vegan;Pizza;Mediterranean;Méditerranéen;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Végétarien;Chicken;Végétalien;Italien,"(43.6390608, -79.4177271)"
Panago Pizza,Italian;Vegetarian;Vegan;Pizza;Mediterranean;Méditerranéen;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Végétarien;Chicken;Végétalien;Italien,"(43.658897, -79.383798)"
Panago Pizza,Italian;Vegetarian;Vegan;Pizza;Mediterranean;Méditerranéen;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Végétarien;Chicken;Végétalien;Italien,"(43.6647257, -79.4108474)"
Panago Pizza,Repas Familial;Italian;Vegetarian;Vegan;Pizza;Mediterranean;Méditerranéen;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Végétarien;Chicken;Végétalien;Italien;Family Meals,"(43.5862226, -79.6467384)"
Panchita's Kitchen and Bakery,Mexican;Poulet;Breakfast & Brunch;Mexicain;Chicken;Déjeuner et brunch;Asiatique;Asian,"(43.7647552, -79.489986)"
Panda Chef,Vegetarian;Seafood;Noodle Shop;Asiatique;Asian;Fait-maison;Poulet;Nouilles;Fruits de mer;Chinese;Végétarien;Chicken;Chinois;Homemade;International,"(43.6567495, -79.3646685)"
Panda Chef Wok and Sushi,Vegetarian;Seafood;Japanese;Asiatique;Asian;Japonais;Poulet;Fruits de mer;Thaïlandais;Chinese;Végétarien;Chicken;Thai;Chinois;Fusion,"(43.726595826291415, -79.48014355885573)"
Panda Wok,Vegetarian;Exclusive;Seafood;$10 Lunch;Exclusivité;Asiatique;Asian;Poulet;Fruits de mer;Indian;Chinese;Végétarien;Chicken;Chinois;Fusion;Indien;Diner 10$;International,"(43.7076864462, -79.268897331)"
Pane E Vino Ristorante,Italian;Seafood;Santé;Vegan;Gluten Friendly;Sensible au gluten;Bistro;Végétalien;Dîner;Healthy;Biologique;International;Pâtes;Sandwichs et sous-marins;Organic;Européen;European;Lunch;Locally Sourced;Fait-maison;Poulet;Fruits de mer;Diner;Source locale;Chicken;Pasta;Sandwiches & Subs;Homemade;Italien,"(43.6284956, -79.6734524)"
Panini Pit Bistro,Sandwichs et sous-marins;Italian;Fait-maison;Poulet;Café/Thé;Vegetarian;Végétarien;Coffee/Tea;Chicken;Sandwiches & Subs;Homemade;Italien,"(43.7385507491, -79.6092255836)"
Panino Cappuccino,Sandwichs et sous-marins;Italian;Vegetarian;Seafood;Desserts;Dessert;Pizza;Poulet;Fruits de mer;Végétarien;Chicken;Sandwiches & Subs;Steakhouse;Italien,"(43.738677406370094, -79.54001590132754)"
Pantry Rosedale,Canadian;Sans gluten;Burgers;Seafood;Desserts;Dessert;Vegan;BBQ;Méditerranéen;Gluten Friendly;Sensible au gluten;Gluten Free;Végétarien;Barbecue;Hamburgers;Végétalien;Dîner;Biologique;International;Vegetarian;Organic;Breakfast & Brunch;Lunch;Mediterranean;Poulet;Fruits de mer;Canadien;Traiteur;Chicken;Déjeuner et brunch;Catering,"(43.6782796, -79.3902389)"
Panzerotto Pizza,Pizza;Italian;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Pub Food;Bistro;Chicken;Italien,"(43.781981, -79.234442)"
Panzerotto Pizza,Pizza;Italian;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Pub Food;Bistro;Chicken;Italien,"(43.597034, -79.523539)"
Panzerotto Pizza,Pizza;Mediterranean;Italian;Méditerranéen;Wings;Poulet;Ailes;Chicken;Desserts;Dessert;Italien;International,"(43.6631391, -79.3673619)"
Panzerotto Pizza,Pizza;Italian;Wings;Poulet;Gluten Friendly;Sensible au gluten;Ailes;Pub Food;Bistro;Chicken;Italien,"(43.6597619, -79.4367423)"
Panzerotto Pizza,Italian;$10 Lunch;Pizza;Souper;Wings;Poulet;Ailes;Pub Food;Bistro;Diner;Chicken;Italien;Diner 10$,"(43.7769669, -79.4145842)"
Papa Cafe & Pastry,Boulangerie/Pâtisserie;Canadian;Bakery;Canadien;Desserts;Dessert;International,"(43.791451947864466, -79.41794297111102)"
Papa Ceo,Pizza;Souper;Italian;Poulet;Canadian;Pub Food;Bistro;Canadien;Diner;Chicken;Italien,"(43.6632763, -79.4025875)"
Papa Chang's Express,Breakfast & Brunch;Vegetarian;Seafood;Japanese;Asiatique;Asian;Lunch;Japonais;Poulet;Fruits de mer;Chinese;Végétarien;Chicken;Déjeuner et brunch;Chinois;Fusion;Dîner,"(43.8256986584, -79.306194827)"
Papa John's Bakery,Breakfast & Brunch;Bakery;Noodle Shop;Asiatique;Asian;Fait-maison;Nouilles;Poulet;Boulangerie/Pâtisserie;Chinese;Chicken;Déjeuner et brunch;Chinois;Homemade;International,"(43.6051152, -79.6633232)"
Papa John's Pizza,Pizza;Locally Sourced;Poulet;American;Vegetarian;Source locale;Végétarien;Chicken;Desserts;Dessert;Américain,"(43.68226598616788, -79.47206209114592)"
Papa John's Pizza,Pizza;Locally Sourced;Poulet;American;Vegetarian;Source locale;Végétarien;Chicken;Desserts;Dessert;Américain,"(43.712858, -79.307553)"
Papa John's Pizza,Amérique latine;American;Vegetarian;Santé;Desserts;Dessert;Pizza;Locally Sourced;Poulet;Latin American;Source locale;Végétarien;Chicken;Américain;Healthy,"(43.7096848, -79.2495641)"
Papa John's Pizza,Amérique latine;American;Vegetarian;Santé;Desserts;Dessert;Pizza;Locally Sourced;Poulet;Latin American;Source locale;Végétarien;Chicken;Américain;Healthy,"(43.7454006, -79.2966828)"
Papa John's Pizza,Amérique latine;American;Vegetarian;Desserts;Dessert;Pizza;Locally Sourced;Poulet;Latin American;Source locale;Végétarien;Chicken;Américain,"(43.6797379, -79.3416014)"
Papa John's Pizza,Pizza;Locally Sourced;Poulet;American;Vegetarian;Source locale;Végétarien;Chicken;Desserts;Dessert;Américain,"(43.6548097, -79.4160455)"
Papa John's Pizza,Pizza;Locally Sourced;Poulet;American;Vegetarian;Source locale;Végétarien;Chicken;Desserts;Dessert;Américain,"(43.6580003, -79.3724504)"
Papa John's Pizza,Pizza;Locally Sourced;Poulet;American;Vegetarian;Source locale;Végétarien;Chicken;Desserts;Dessert;Américain,"(43.7754305620393, -79.17894651904908)"
Papa John's Pizza,Pizza;Locally Sourced;Poulet;American;Vegetarian;Source locale;Végétarien;Chicken;Desserts;Dessert;Américain,"(43.8228193814, -79.1112636609)"
Papa John's Pizza,Amérique latine;American;Vegetarian;Desserts;Dessert;Pizza;Locally Sourced;Poulet;Latin American;Manitoba Pizza Week;Source locale;Végétarien;Chicken;Semaine de la pizza au Manitoba;Américain,"(43.7395408, -79.7123801)"
Papa John's Pizza,Pizza;Locally Sourced;Poulet;American;Source locale;Chicken;Desserts;Dessert;Américain,"(43.7737669, -79.5270163)"
Papa John's Pizza,Pizza;Locally Sourced;Poulet;American;Vegetarian;Source locale;Végétarien;Chicken;Desserts;Dessert;Américain,"(43.5969908, -79.6621831)"
Papamio's,Sandwichs et sous-marins;Italian;Vegetarian;Desserts;Dessert;Fait-maison;Poulet;Végétarien;Chicken;Sandwiches & Subs;Homemade;Italien;International,"(43.6719637, -79.4193261)"
PappaRoti,Sandwichs et sous-marins;Fait-maison;Café/Thé;Boulangerie/Pâtisserie;Smoothies;Bakery;Coffee/Tea;Desserts;Sandwiches & Subs;Dessert;Homemade,"(43.5855313, -79.6457293)"
Pappas Grill,Vegetarian;Grec;Seafood;Fait-maison;Poulet;Fruits de mer;Végétarien;Chicken;Pasta;Greek;Homemade;International;Pâtes,"(43.6780657, -79.3506435)"
Paradise Chicken,Sandwichs et sous-marins;American;Canadian;Poisson-frites;Seafood;Poulet;Fruits de mer;Fish and Chips;Canadien;Ben & Jerry's;Halal;Chicken;Sandwiches & Subs;Américain;International,"(43.743401, -79.2196054)"
Paradise Fine Chinese Dining,Vegetarian;Seafood;Noodle Shop;Vegan;Fait-maison;Nouilles;Poulet;Fruits de mer;Chinese;Végétarien;Chicken;Chinois;Végétalien;Homemade,"(43.7910935, -79.3676581)"
Paradise Shawarma,Canadian;$10 Lunch;Santé;Mediterranean;Méditerranéen;Fait-maison;Poulet;Middle Eastern;Pitas;Canadien;Halal;Chicken;Moyen-Oriental;Healthy;Homemade;Diner 10$;International,"(43.7659173, -79.1916725)"
Paradise Shawarma,Canadian;Santé;Mediterranean;Méditerranéen;Fait-maison;Poulet;Middle Eastern;Pitas;Canadien;Halal;Chicken;Moyen-Oriental;Healthy;Homemade;International,"(43.7762487, -79.6030505)"
Parallel,Poulet;Middle Eastern;Chicken;Desserts;Dessert;Moyen-Oriental,"(43.6694451, -79.4385803)"
Paramount Fine Foods,Vegetarian;Desserts;Dessert;Pizza;Fait-maison;Poulet;Middle Eastern;Pitas;Halal;Végétarien;Chicken;Moyen-Oriental;Homemade,"(43.6477089, -79.3954762)"
Paramount Fine Foods,Breakfast & Brunch;Vegetarian;Desserts;Dessert;Vegan;Pizza;Locally Sourced;Fait-maison;Poulet;Middle Eastern;Pitas;Source locale;Halal;Végétarien;Chicken;Déjeuner et brunch;Moyen-Oriental;Végétalien;Homemade,"(43.5565076, -79.7099968)"
Paramount Fine Foods,Pizza;Locally Sourced;Fait-maison;Poulet;Middle Eastern;Source locale;Halal;Chicken;Desserts;Dessert;Moyen-Oriental;Homemade,"(43.7078265, -79.3983163)"
Paramount Fine Foods,Vegetarian;Desserts;Dessert;Pizza;Locally Sourced;Fait-maison;Poulet;Middle Eastern;Pitas;Source locale;Halal;Végétarien;Chicken;Moyen-Oriental;Homemade,"(43.72388110877861, -79.48810507512974)"
Paramount Fine Foods,Breakfast & Brunch;Vegetarian;Desserts;Dessert;Pizza;Locally Sourced;Fait-maison;Poulet;Middle Eastern;Pitas;Source locale;Halal;Végétarien;Chicken;Déjeuner et brunch;Moyen-Oriental;Homemade,"(43.85357499495094, -79.25612796812288)"
Paramount Fine Foods,Vegetarian;Desserts;Dessert;Pizza;Locally Sourced;Fait-maison;Poulet;Middle Eastern;Pitas;Source locale;Halal;Végétarien;Chicken;Moyen-Oriental;Homemade,"(43.6169727, -79.5420767)"
Paramount Fine Foods,Desserts;Dessert;Pizza;Locally Sourced;Fait-maison;Poulet;Middle Eastern;Pitas;Source locale;Halal;Chicken;Moyen-Oriental;Homemade,"(43.6550676, -79.3800179)"
Paramount Fine Foods,Breakfast & Brunch;Vegetarian;Desserts;Dessert;Pizza;Locally Sourced;Fait-maison;Poulet;Middle Eastern;Pitas;Source locale;Halal;Végétarien;Chicken;Déjeuner et brunch;Moyen-Oriental;Homemade,"(43.7366212874, -79.3441424595)"
Paramount Fine Foods,Breakfast & Brunch;Vegetarian;Desserts;Dessert;Vegan;Locally Sourced;Fait-maison;Poulet;Pitas;Source locale;Halal;Végétarien;Chicken;Déjeuner et brunch;Végétalien;Homemade,"(43.7906671, -79.5466853)"
Paramount Fine Foods,Breakfast & Brunch;Vegetarian;Desserts;Dessert;Pizza;Locally Sourced;Fait-maison;Poulet;Middle Eastern;Pitas;Source locale;Halal;Végétarien;Chicken;Déjeuner et brunch;Moyen-Oriental;Homemade,"(43.7756189849, -79.3251168002)"
Paramount Fine Foods,Vegetarian;Desserts;Dessert;Pizza;Locally Sourced;Fait-maison;Poulet;Middle Eastern;Pitas;Source locale;Halal;Végétarien;Chicken;Moyen-Oriental;Homemade,"(43.6318470121, -79.6202166614)"
Paramount Fine Foods,Vegetarian;Desserts;Dessert;Pizza;Locally Sourced;Fait-maison;Poulet;Middle Eastern;Pitas;Source locale;Halal;Végétarien;Chicken;Moyen-Oriental;Homemade,"(43.6070555, -79.690275)"
Paranthe Wali Gali,Poulet;Middle Eastern;Vegetarian;Indian;Végétarien;Chicken;Indien;Moyen-Oriental;International,"(43.738023, -79.7033796)"
Pariwar Restaurant,Vegetarian;Exclusive;Exclusivité;Poulet;Traiteur;Indian;Chinese;Halal;Végétarien;Chicken;Chinois;Catering;Fusion;Indien,"(43.742688, -79.30866)"
Parmigiano Trattoria,Italian;Vegetarian;Seafood;Pizza;Mediterranean;Méditerranéen;Poulet;Fruits de mer;Végétarien;Chicken;Pasta;Italien;International;Pâtes,"(43.727844, -79.4031035)"
