Name,Cuisine,Coordinate
Subway - George Brown,meat;salad;american;healthy;food;sandwiches,"(43.675722, -79.410363)"
Subway - King E.,meat;salad;american;healthy;food;sandwiches,"(43.651232, -79.367791)"
Subway - Lodestar,meat;salad;american;healthy;food;sandwiches,"(43.75973, -79.465633)"
Subway - Parliament,meat;salad;american;healthy;food;sandwiches,"(43.66569, -79.36842)"
Subway - Sheppard Plaza,meat;salad;american;healthy;food;sandwiches,"(43.755873, -79.440458)"
Subway - Steeles,meat;salad;american;healthy;food;sandwiches,"(43.804951, -79.384282)"
Subway - University,meat;salad;american;healthy;food;sandwiches,"(43.659073, -79.391341)"
Subway - West Mall,meat;salad;american;healthy;food;sandwiches,"(43.635172, -79.562754)"
Subway - York Mills,meat;salad;american;healthy;food;spanish,"(43.760407, -79.327065)"
Sugar Marmalade - North York,fingerfood;ice;cream;juice-smoothie;asian,"(43.773296, -79.414116)"
Sugar Marmalade - Spadina,fingerfood;ice;cream;juice-smoothie;asian,"(43.652588, -79.398445)"
Sukhothai - Canary,halal;noodles;soup;spicy;asian,"(43.65378, -79.354494)"
Sukhothai - Dundas,halal;noodles;soup;spicy;asian,"(43.649974, -79.430301)"
Sukhothai - Wellington,spicy;curry;soup;noodles;asian;thai,"(43.648632, -79.374619)"
Sullivan & Bleeker - North York,dessert;canadian;bakery & cafe,"(43.774052, -79.475998)"
Sultan's Mediterranean Grill,fish;kebab;meat;salad;wrap-burritos;mediterranean,"(43.682939, -79.418491)"
Summer House - Filipino Thai Cuisine,meat;salad;soup;platters;korean;seafood,"(43.75589, -79.437871)"
Sumo Boi,salad;sushi;japanese,"(43.634784, -79.542212)"
Sunset Grill,fingerfood;american;breakfast;canadian,"(43.670334, -79.299583)"
Sunshine Wholesome Market (College & Dovercourt),juice-smoothie;sandwiches;healthy;food,"(43.653673, -79.426649)"
Super Burger,fingerfood;meat;burgers,"(43.596233, -79.525042)"
Sushi Bar Toronto,fish;japanese;sushi,"(43.664888, -79.352664)"
Sushi Bay,meat;salad;juice-smoothie;dessert;bubble;tea,"(43.696758, -79.331551)"
Sushi Bon,meat;japanese;seafood;sushi,"(43.655027, -79.41761)"
Sushi Cafe,salad;asian;sushi,"(43.645999, -79.383545)"
Sushi Club,salad;noodles;japanese;sushi,"(43.6682, -79.387983)"
Sushi Kiku,sushi,"(43.754444, -79.357819)"
Sushi Maki House,fish;sushi;japanese,"(43.569999, -79.567193)"
Sushi Mugen,salad;soup;seafood;sushi,"(43.661907, -79.33563)"
Sushi Omigoto,meat;seafood;sushi,"(43.597183, -79.594422)"
Sushi Saisho,fish;asian;japanese;sushi,"(43.648528, -79.37246)"
Sushi Style,fingerfood;asian;healthy;food;japanese,"(43.65641, -79.378014)"
Sushi Time,asian;japanese;sushi,"(43.649671, -79.391854)"
Sushi on Roncy,sushi;japanese,"(43.647669, -79.449402)"
Sushi shop,meat;salad;soup;chinese;sushi,"(43.64346, -79.381118)"
Swades Indian Cuisine,spicy;curry;indian;vegetarian,"(43.63988, -79.38119)"
Sweet Gallery,bagel;fingerfood;home;made;bakery & cafe,"(43.637283, -79.530876)"
Sweet Greens,vegan;meat;salad;seafood;vegetarian;healthy;food,"(43.64481, -79.393578)"
Sweet Greens - Queen,vegan;meat;salad;seafood;vegetarian;healthy;food,"(43.647525, -79.40088)"
Sweet Hart Kitchen,dessert;bakery & cafe,"(43.65274, -79.403633)"
Sweet Lulu - Bay,home;made;thai;vietnamese,"(43.65044, -79.381271)"
Sweet Tooth,dessert;american;canadian;bakery & cafe,"(43.64481, -79.393578)"
Swiss Chalet Rotisserie & Grill - Bayview & Finch,fingerfood;fries;meat;sandwiches;american,"(43.790632, -79.391929)"
Swiss Chalet Rotisserie & Grill - Bloor W. & Royal York,fingerfood;fries;meat;sandwiches;american,"(43.647747, -79.508308)"
Swiss Chalet Rotisserie & Grill - Dufferin & Lawrence Ave.,fingerfood;fries;meat;sandwiches;american,"(43.717169, -79.45628)"
Swiss Chalet Rotisserie & Grill - Dufferin Mall,fingerfood;fries;meat;sandwiches;american,"(43.654911, -79.433727)"
Swiss Chalet Rotisserie & Grill - Dundas West,fingerfood;fries;meat;sandwiches;american,"(43.632075, -79.544145)"
Swiss Chalet Rotisserie & Grill - Eglinton & Bathurst,fingerfood;fries;meat;sandwiches;american,"(43.700151, -79.428559)"
Swiss Chalet Rotisserie & Grill - Eglinton East,fingerfood;fries;meat;sandwiches;american,"(43.706988, -79.396488)"
Swiss Chalet Rotisserie & Grill - Financial Dr,fries;meat;sandwiches;american,"(43.609723, -79.750579)"
Swiss Chalet Rotisserie & Grill - Queen East,fingerfood;fries;meat;sandwiches;american,"(43.671716, -79.292992)"
Swiss Chalet Rotisserie & Grill - Queens Quay,fingerfood;fries;meat;sandwiches;american,"(43.639137, -79.386116)"
Swiss Chalet Rotisserie & Grill - The Queensway,fingerfood;fries;meat;sandwiches;american,"(43.619915, -79.524844)"
Swiss Chalet Rotisserie & Grill - University,fingerfood;fries;meat;sandwiches;american,"(43.659002, -79.391037)"
Swiss Chalet Rotisserie & Grill - Yonge & Gerrard,fingerfood;fries;sandwiches;american,"(43.658298, -79.382067)"
Swiss Chalet Rotisserie & Grill - Yonge & St. Clair Ave.,fingerfood;fries;meat;sandwiches;american,"(43.689594, -79.394933)"
Swiss Chalet Rotisserie & Grill - Yonge & York Mills,fingerfood;fries;meat;sandwiches;american,"(43.749716, -79.407051)"
Swiss Chalet Rotisserie & Grill - York Mills & Leslie,fries;meat;sandwiches;american,"(43.752916, -79.35826)"
T-Swirl Crepe,ice;cream;pancakes-crépes;dessert;bakery & cafe,"(43.663447, -79.38426)"
TORCH Pressed Sushi,asian;japanese;sushi,"(43.789488, -79.418189)"
TORCH Pressed Sushi - Church St.,fingerfood;fish;soup;noodles;platters;asian,"(43.666007, -79.380685)"
TVX (The Vegan Extremist),vegan;curry;canadian;indian;vegetarian,"(43.656314, -79.402607)"
Tabule - Bayview,salad;seafood;middle;eastern,"(43.768591, -79.386405)"
Tabule - Midtown,salad;middle;eastern,"(43.700965, -79.396947)"
Tabule - Riverside,foodora;exclusive;seafood;middle;eastern,"(43.659835, -79.346382)"
Taco Del Mar,taco;wrap-burritos;mexican,"(43.642401, -79.383522)"
Tacorrito - Aerowood Drive,fingerfood;meat;taco;wrap-burritos;latin;american,"(43.64403, -79.633724)"
Tacorrito - Bloor,spicy;taco;wrap-burritos;latin;american,"(43.649046, -79.505118)"
Tacorrito - Church St.,meat;taco;wrap-burritos;latin;american,"(43.666222, -79.381485)"
Tacorrito - King E,meat;wrap-burritos;mexican,"(43.651446, -79.36747)"
Tacorrito - Mutual Street,spicy;taco;wrap-burritos;latin;american,"(43.65752, -79.376022)"
Tacorrito - North York,spicy;taco;wrap-burritos;latin;american,"(43.757504, -79.46628)"
Tacorrito - Queen St.,spicy;taco;wrap-burritos;latin;american,"(43.647091, -79.404282)"
Tacorrito Yonge & Sheppard,spicy;taco;wrap-burritos;latin;american,"(43.762412, -79.410976)"
Tahini,falafel;fish;meat;salad;wrap-burritos;sandwiches,"(43.646949, -79.382941)"
Tao Northern Chinese Cuisine,dumplings;meat;noodles;seafood;chinese,"(43.712332, -79.364469)"
Tao Tao Restaurant,meat;korean,"(43.803074, -79.419785)"
Tao Tea Leaf - Square One,dessert;bubble;tea;asian,"(43.592692, -79.642019)"
Taqueria by Harbour Eats,fingerfood;fish;meat;taco;wrap-burritos,"(43.641712, -79.380257)"
Tashi Delek Cafe,home;made;dumplings;soup;asian,"(43.640284, -79.437006)"
Taste of Greek Cuisine,fish;meat;pasta;family;style;platters;mediterranean,"(43.715862, -79.262191)"
Taste of Shawarma,falafel;fingerfood;wrap-burritos;middle;eastern,"(43.70105, -79.452133)"
Taste of Thailand,curry;noodles;thai,"(43.635921, -79.540764)"
Tealand,bubble;tea;bakery & cafe,"(43.650381, -79.388235)"
Tender Halal Burgers,salad;dessert;poutines;burgers,"(43.760737, -79.49019)"
Tender Shawarma & Grill,fries;meat;salad;juice-smoothie;wrap-burritos,"(43.760985, -79.48967)"
Teriyaki Experience,meat;noodles;asian,"(43.649962, -79.606382)"
Terra Nova Bakery & Pastry,fries;meat;dessert;bakery;sandwiches;canadian,"(43.707904, -79.453793)"
Thai Boys - College,fingerfood;curry;meat;asian;thai,"(43.655256, -79.412911)"
Thai Country Kitchen,asian;seafood;thai;vegetarian,"(43.656162, -79.399719)"
Thai Cuisine Experts - Grand Park Dr,curry;meat;salad;noodles;asian;vegetarian,"(43.580606, -79.647835)"
Thai Elephant,spicy;meat;asian;thai,"(43.64603, -79.409058)"
Thai Express- Dundas/University,noodles;thai,"(43.655836, -79.388368)"
Thai Home,asian;healthy;food;thai,"(43.643185, -79.447594)"
Thai Lime,asian;thai,"(43.665096, -79.452667)"
Thai Mango,spicy;meat;asian;thai,"(43.671677, -79.420784)"
Thai On Yonge,curry;meat;salad;soup;noodles;sushi;thai,"(43.658568, -79.382064)"
Thai One On - Avenue,vegan;platters;asian;thai,"(43.736445, -79.420439)"
Thai One On - Gerrard,platters;asian;seafood;sushi;thai,"(43.672253, -79.321236)"
Thai One On - King,vegan;platters;asian;thai,"(43.642921, -79.406853)"
Thai One On Don Mills,spicy;curry;meat;salad;juice-smoothie;soup,"(43.748254, -79.348519)"
Thai One On Dundas,vegan;platters;asian;thai,"(43.665721, -79.474303)"
Thai Princess,gluten;free;home;made;spicy;asian;chinese,"(43.645649, -79.393448)"
Thai Room - Danforth,spicy;curry;meat;soup;noodles;platters,"(43.685429, -79.313164)"
Thai Room - Dufferin,meat;soup;seafood;thai,"(43.786045, -79.469523)"
Thai Room - King West,spicy;meat;asian;thai,"(43.642291, -79.411316)"
Thai Room Bloor West,spicy;curry;meat;salad;asian;thai,"(43.662762, -79.422646)"
Thai Room Cabbage Town,spicy;curry;meat;soup;noodles;asian;thai,"(43.664234, -79.368111)"
Thai Room Grand,meat;noodles;seafood;vegetarian;thai,"(43.754227, -79.351393)"
Thai Spicy House,spicy;thai,"(43.701979, -79.38956)"
That Freakin Greek,fries;meat;salad;wrap-burritos;poutine;burgers,"(43.660342, -79.415079)"
The 5th Taste,fish;japanese;seafood;sushi,"(43.736776, -79.438596)"
The Agora,salad;sandwiches;greek,"(43.645336, -79.412685)"
The Alley,bubble;tea;asian,"(43.664398, -79.414079)"
The Aviary BrewPub,salad;pub;fare;burgers;canadian;sandwiches,"(43.653665, -79.354742)"
The Belly Buster Submarines,fingerfood;meat;american;sandwiches,"(43.645641, -79.393509)"
The Big Carrot - Danforth,vegan;taco;vegetarian;healthy;food,"(43.677634, -79.352765)"
The Boil Bar - Yonge St,spicy;fingerfood;american;seafood,"(43.667107, -79.385612)"
The Boneyard Grill,meat;seafood;american,"(43.723428, -79.416278)"
The Burger's Priest - Adelaide,fries;american;burgers,"(43.64848, -79.387422)"
The Burger's Priest - Bloor,fries;american;burgers,"(43.666035, -79.407867)"
The Burger's Priest - Danforth,fries;meat;american;burgers,"(43.677971, -79.34891)"
The Burger's Priest - Dufferin,fries;american;burgers,"(43.720724, -79.456698)"
The Burger's Priest - East,fries;american;burgers,"(43.666828, -79.315643)"
The Burger's Priest - Hurontario,fries;american;canadian;burgers,"(43.607426, -79.653039)"
The Burger's Priest - King & Portland,fries;american;canadian;burgers,"(43.644382, -79.39976)"
The Burger's Priest - Queen & Dovercourt,fries;american;canadian;burgers,"(43.643453, -79.423433)"
The Burger's Priest - Queensway,fries;american;burgers,"(43.61726, -79.542915)"
The Burger's Priest - Spadina,fries;meat;american;burgers,"(43.648403, -79.397285)"
The Burger's Priest - Yonge,fingerfood;fries;american;burgers,"(43.732574, -79.403908)"
The Burger's Priest - York Mills,fries;american;burgers,"(43.755569, -79.351913)"
The Burgernator,fingerfood;vegetarian;burgers,"(43.655676, -79.402356)"
The Calzone House,meat;salad;soup;bbq;italian,"(43.655978, -79.378484)"
The Candy Bar,fingerfood;dessert;american;canadian;bakery & cafe,"(43.654083, -79.423157)"
The Captain's Boil - North York,fingerfood;asian;seafood,"(43.773319, -79.413574)"
The Captain's Boil - Queensway,fingerfood;asian;seafood,"(43.61565, -79.558762)"
The Captain's Boil - Yonge,fingerfood;asian;seafood;chinese,"(43.715832, -79.400095)"
The Captain's Boil - Yonge & Grenville,fingerfood;fish;fries;meat;american;asian,"(43.662413, -79.383726)"
The Captain's Boil - York Mills,fingerfood;asian;seafood,"(43.754914, -79.349439)"
The Charcoal Grill,halal;spicy;curry;kebab;meat;platters;indian,"(43.657331, -79.380949)"
The Corner Place,salad;soup;canadian,"(43.64962, -79.371521)"
The Craft Brasserie & Grille,fries;meat;salad;soup;taco;wrap-burritos,"(43.639293, -79.420648)"
The Daily Dumpling Wonton Co. - 日常馄饨,meat;soup;noodles;chinese,"(43.654722, -79.421342)"
The Dessert Kitchen,ice;cream;asian;bakery & cafe,"(43.66278, -79.402757)"
The Dirty Bird - North York,meat;pancakes-crépes;american,"(43.772812, -79.502015)"
The Dirty Bird Chicken + Waffles,fingerfood;fries;fried;chicken;american,"(43.654785, -79.400688)"
The Fire Pit,fries;meat;salad;juice-smoothie;poutine,"(43.626215, -79.680154)"
The Fix + Co - Lakeshore,vegan;salad;juice-smoothie;healthy;food,"(43.595333, -79.529701)"
The Fourth Man in The Fire,salad;dessert;italian;vegetarian;pizza,"(43.651724, -79.409476)"
The Friendly Thai - Roncesvalles,spicy;asian;thai,"(43.645908, -79.448662)"
The Fry - Wellesley,fingerfood;fried;chicken;fries;spicy;asian,"(43.664162, -79.384834)"
The Gingerman Restaurant,meat;pancakes-crépes;sandwiches;breakfast,"(43.707779, -79.296172)"
The Goodman Pub & Kitchen,burgers;sandwiches,"(43.638397, -79.380157)"
The Great Maratha,home;made;spicy;vegetarian;indian,"(43.700039, -79.42926)"
The Grill Cottage,falafel;fries;kebab;meat;mediterranean,"(43.640648, -79.436874)"
The Grow Op,salad;healthy;food,"(43.649246, -79.420776)"
The Haam,taco;sushi;asian,"(43.647392, -79.393123)"
The Halal Guys - Mississauga,halal;falafel;meat;wrap-burritos;sandwiches,"(43.61344, -79.694916)"
The Halal Guys - Yonge,halal;spicy;falafel;meat;sandwiches;middle;eastern,"(43.665184, -79.384262)"
The Homeway,fingerfood;salad;wrap-burritos;burgers,"(43.712562, -79.391496)"
The Host - Mississauga,spicy;curry;meat;indian,"(43.594895, -79.639166)"
The Host Yorkville,spicy;indian;middle;eastern;vegetarian,"(43.669933, -79.395859)"
The Hummussiah,falafel;salad;wrap-burritos;breakfast;healthy;food,"(43.657172, -79.378524)"
The Kakori - Indian Mughlai Cuisine,halal;spicy;fish;meat;salad;bbq;dessert,"(43.551667, -79.716539)"
The Kebab Bistro,halal;kebab;meat;wrap-burritos;middle;eastern,"(43.599158, -79.713366)"
The Lucky Penny,home;made;salad;dessert;bakery & cafe,"(43.647026, -79.416992)"
The New Famous Indian Cuisine,meat;bbq;seafood;vegetarian;indian,"(43.672125, -79.32322)"
The Office Pub,fingerfood;burgers;pizza;sandwiches;american,"(43.648159, -79.390205)"
The Original Barrio Fiesta,meat;asian,"(43.705796, -79.346027)"
The Owl Of Minerva,asian;chinese;korean,"(43.652439, -79.398598)"
The Paddock Tavern,pub;fare;burgers;italian;sandwiches;canadian,"(43.646876, -79.404118)"
The Pear Tree,home;made;canadian;sandwiches;american,"(43.665051, -79.367996)"
The Pizza Gourmet,home;made;vegan;meat;salad;canadian,"(43.635329, -79.532199)"
The Poke Box,fingerfood;poke;spicy;asian;vegetarian,"(43.650578, -79.376534)"
The Pour House,fingerfood;fries;salad;pub;fare;burgers;canadian,"(43.675709, -79.403854)"
The PourBoy (Manning Ave),fries;meat;pancakes-crépes;salad;soup,"(43.664334, -79.416248)"
The Purple Onion,pancakes-crépes;breakfast,"(43.665604, -79.469493)"
The Red Room,home;made;fingerfood;american;asian,"(43.65707, -79.400154)"
The Salad Box,vegan;salad;vegetarian;healthy;food,"(43.666392, -79.316957)"
The Shmooz,salad;soup;healthy;food;bakery & cafe,"(43.675189, -79.343587)"
The Social Blend,dessert;bakery & cafe,"(43.707789, -79.394607)"
The Social Gardener,vegan;healthy;food;sandwiches;vegetarian,"(43.671638, -79.325516)"
The Stockyards,meat;fried;chicken;burgers;sandwiches,"(43.68144, -79.426173)"
The Village,spicy;curry;kebab;meat;soup;wrap-burritos,"(43.581897, -79.617935)"
The Wave Bar and Lounge,fish;fries;meat;salad;soup;wrap-burritos,"(43.590514, -79.635798)"
The Wilcox Gastropub,meat;salad;platters;burgers;sandwiches,"(43.606007, -79.652922)"
The Wing Factory,meat;fried;chicken;american;canadian,"(43.620554, -79.647349)"
The Wing Factory - Toronto,fingerfood;fries;meat;salad;fried;chicken,"(43.655352, -79.418964)"
The Yellow Chilli,spicy;curry;fish;meat;salad;vegetarian;indian,"(43.707069, -79.396251)"
Thindi,meat;noodles;sandwiches;vegetarian;indian,"(43.657328, -79.3811)"
ThirsTEA Dundas (Mississauga),bubble;tea;canadian,"(43.580686, -79.615264)"
Three Monks and a Duck,vegan;meat;salad;noodles;chinese;korean,"(43.646085, -79.409006)"
Tibet Cafe & Bar,gluten;free;dumplings;soup;asian,"(43.653908, -79.400101)"
Tibet Kitchen,american;asian,"(43.640009, -79.440157)"
Tika Tea House,bakery & cafe;healthy;food;canadian,"(43.668794, -79.385986)"
Tipsy Moose Pub,curry;fish;fries;meat;pasta;salad;juice-smoothie,"(43.684936, -79.317336)"
To-ne Sushi,vegan;spicy;meat;salad;noodles;japanese,"(43.648659, -79.397788)"
Tokyo Hot Fried Chicken,meat;sandwiches;asian,"(43.645686, -79.392631)"
Tokyo Hot Fried Chicken- College,spicy;fries;meat;sandwiches;vegetarian,"(43.653887, -79.425872)"
Tokyo Sushi,fish;noodles;bbq;japanese;seafood;sushi,"(43.674828, -79.388311)"
Top Wings & Pizza,fingerfood;meat;fried;chicken;bbq;american,"(43.697785, -79.389364)"
Toronto Big Bowl,meat;juice-smoothie;soup;noodles;vegetarian,"(43.655816, -79.393734)"
Tortería San Cosme,home;made;vegan;spicy;fingerfood;meat,"(43.654781, -79.400711)"
Toshka,halal;meat;mediterranean;pizza;vegetarian,"(43.579643, -79.646429)"
Touhenboku Ramen - Eglinton,soup;noodles;ramen;japanese,"(43.711418, -79.399078)"
Touhenboku Ramen - Queen,soup;noodles;ramen;japanese,"(43.650162, -79.389107)"
Touti Gelati and Cafe,ice;cream;juice-smoothie;bakery & cafe,"(43.636945, -79.396389)"
Town Star Food Mart,essentials;convenience;grocery;canadian,"(43.668937, -79.382124)"
Tractor Foods - Yonge,gluten;free;salad;soup;vegetarian;healthy;food,"(43.651247, -79.378558)"
Traditional Fish & Chips (Divine Foods),fish;burgers;seafood,"(43.589041, -79.722836)"
Tran Noodles,fish;meat;soup;noodles;asian;vegetarian,"(43.64481, -79.393578)"
Treats Café Emporium,meat;salad;juice-smoothie;soup;wrap-burritos,"(43.774283, -79.501838)"
Tru Tea (Chinatown),dessert;bubble;tea;bakery & cafe;asian,"(43.655142, -79.3986)"
Tru Tea (College Station),dessert;bubble;tea;bakery & cafe;asian,"(43.661051, -79.381667)"
Truly India,spicy;curry;indian,"(43.708597, -79.310302)"
U-Know Poke,fish;vegetarian;japanese,"(43.630351, -79.485542)"
U-Know Sushi,meat;salad;juice-smoothie;soup;noodles,"(43.630356, -79.48555)"
UT Sushi,fish;salad;soup;noodles;poke;asian;japanese,"(43.658822, -79.394464)"
Udon Kitanoya,fish;meat;noodles;ramen;asian;japanese,"(43.665412, -79.40879)"
Udupi Madras Cafe,curry;indian,"(43.591373, -79.63555)"
Udupi Palace,home;made;vegan;spicy;curry;meat;soup,"(43.672737, -79.321068)"
Ufficio,fish;home;made;pasta;healthy;food;italian,"(43.649487, -79.423058)"
Ultramen Japanese Noodle Bar,vegan;curry;salad;ramen;seafood;sushi,"(43.63999, -79.421469)"
Umami Poke,fish;poke;sushi,"(43.683345, -79.392395)"
Umami Sushi,fish;japanese;sushi,"(43.728577, -79.431892)"
Union Chicken - Sherway Gardens,fries;meat;salad;fried;chicken;dessert;family;style,"(43.61064, -79.558324)"
Uno's Jerk,spicy;meat;fried;chicken;caribbean,"(43.597245, -79.523139)"
Upper Deck by Fran's,fingerfood;american;breakfast;burgers;canadian,"(43.661449, -79.384071)"
Urawa Sushi,dumplings;fish;platters;japanese;sushi,"(43.648178, -79.389221)"
Urban Falafel,falafel;middle;eastern,"(43.752382, -79.454743)"
Urban Hakka,fish;meat;soup;noodles;asian;seafood;thai,"(43.730471, -79.403413)"
Urban Herbivore - Kensington,vegan;healthy;food;vegetarian,"(43.656097, -79.402687)"
Urban Thai,curry;asian;thai,"(43.665685, -79.475134)"
Urban Thai - Parliament St.,meat;soup;seafood;thai,"(43.662475, -79.367272)"
Utopia Cafe & Grill,home;made;fingerfood;burgers;canadian,"(43.655327, -79.413429)"
VEG BKK Thai Vegan - North York,curry;meat;noodles;vegetarian;thai,"(43.795703, -79.419205)"
VEG BKK Thai Vegan - Queen West,spicy;curry;salad;juice-smoothie;soup;noodles,"(43.647367, -79.403762)"
Vegan Bear,vegan;salad;wrap-burritos;healthy;food,"(43.657329, -79.381393)"
Vegan Heart,vegan;salad;juice-smoothie;wrap-burritos,"(43.639126, -79.398125)"
Vegan Indian Express,vegan;vegetarian;indian,"(43.662071, -79.40625)"
Vegandale Brewery,vegan;burgers;vegetarian,"(43.641575, -79.432165)"
Veggie Crush,juice-smoothie;vegetarian;healthy;food,"(43.649761, -79.397369)"
Via Cibo - York Mills Rd,meat;pasta;salad;italian,"(43.754089, -79.357986)"
Via Mercanti Pizzeria - Kensington,pizza;italian,"(43.654049, -79.402017)"
Vicino Italian Kitchen,salad;pizza;italian,"(43.659159, -79.360092)"
Vietnam Lovely Noodle,fish;meat;salad;vietnamese,"(43.666306, -79.406243)"
Village Pizza - Dovercourt,home;made;meat;italian;pizza,"(43.661659, -79.429489)"
Village Pizza - Dundas,home;made;fingerfood;italian;pizza,"(43.651993, -79.406715)"
Vinny's Panini,italian;sandwiches,"(43.670597, -79.426064)"
Vintage Thai,spicy;curry;noodles;thai,"(43.644635, -79.52275)"
Vira's BBQ,fingerfood;fries;meat;mediterranean,"(43.670082, -79.456238)"
Virtuous Pie - College,gluten;free;vegan;american;vegetarian;pizza,"(43.654998, -79.414508)"
Vivetha Bistro,gluten;free;fish;meat;pancakes-crépes;pasta,"(43.673578, -79.282071)"
W Burger Bar - Carlton,spicy;american;mexican;burgers,"(43.661362, -79.383698)"
Wafels & More,breakfast;bakery & cafe,"(43.654608, -79.402058)"
Wah Sing 華城,dumplings;meat;asian;chinese,"(43.655636, -79.393738)"
Wahlburgers,fries;gluten;free;american;burgers,"(43.64513, -79.392204)"
Wang's Kitchen,meat;chinese;indian;seafood;asian,"(43.608279, -79.650465)"
Wanggane Korean Noodle Restaurant,meat;noodles;korean,"(43.803565, -79.420949)"
Weston Favourites,meat;pizza;indian,"(43.66896, -79.337851)"
Westown Chinese - Dundas West,meat;seafood;chinese,"(43.658933, -79.441042)"
Whale Juice & Blends - Elm,juice-smoothie;canadian;healthy;food,"(43.657727, -79.381902)"
Whale Juice & Blends - Spadina,juice-smoothie;canadian;healthy;food,"(43.655951, -79.398941)"
Whale Juice & Blends - Yonge,juice-smoothie;canadian;healthy;food,"(43.760332, -79.411652)"
What A Bagel - Sheppard E,home;made;fries;meat;salad;juice-smoothie,"(43.761941, -79.409482)"
What A Bagel - Spadina,home;made;fingerfood;bakery & cafe;breakfast,"(43.647472, -79.396202)"
What A Bagel - St Clair,salad;bagel;bakery & cafe;breakfast;healthy;food,"(43.680303, -79.431335)"
When the Pig Came Home,fingerfood;meat;american;canadian;caribbean,"(43.665318, -79.470589)"
Wicked Poutinerie,fries;poutine;poutines;canadian,"(43.597302, -79.523145)"
Wild Wing - King,fingerfood;meat;american;burgers,"(43.643635, -79.403122)"
Wild Wing - North York,meat;american;burgers,"(43.778088, -79.414803)"
Wild Wing - Queens Quay,fingerfood;meat;fried;chicken;burgers;canadian,"(43.639447, -79.385021)"
Wild Wing - Queensway,meat;fried;chicken;american,"(43.616893, -79.542312)"
Wild Wing - Yonge,fingerfood;fish;fries;meat;salad;wrap-burritos,"(43.660606, -79.382599)"
Wildly Delicious Café,dessert;bakery & cafe,"(43.650146, -79.359395)"
Wing Express,meat;fried;chicken;poutine;poutines;american,"(43.656752, -79.364645)"
Wing Machine - Bloor,meat;burgers;american,"(43.659772, -79.436733)"
Wing Machine - College,fingerfood;meat;burgers;american,"(43.654763, -79.421663)"
Wing Machine - Etobicoke,meat;burgers;american,"(43.597011, -79.523694)"
Wing Machine - North York,meat;fried;chicken;bbq;burgers;american,"(43.792472, -79.444737)"
Wing Machine - Yonge/Finch,meat;fried;chicken;bbq;burgers;american,"(43.777422, -79.414671)"
Wings & Beer Sports Bar,pasta;salad;burgers;sandwiches;american,"(43.648141, -79.395683)"
Wings & Beer Sports Bar - Dundas West,pasta;salad;burgers;sandwiches;american,"(43.649938, -79.433061)"
Wings for Everyone,meat;american,"(43.597271, -79.522446)"
Wise and Wright,salad;juice-smoothie;poke;vietnamese;healthy;food,"(43.660486, -79.386645)"
WoW Korean,meat;asian;korean,"(43.581901, -79.614982)"
Wok 2 Go,meat;soup;noodles;chinese;asian,"(43.656746, -79.364784)"
Wolfie's Deli,sandwiches,"(43.755052, -79.442083)"
Wonton Kitchen,dumplings;meat;noodles;chinese,"(43.665724, -79.386704)"
Wylie's Pub,fingerfood;curry;fish;fries;meat;salad;soup,"(43.682613, -79.392013)"
XO Bisous,bakery & cafe;breakfast;french;sandwiches,"(43.651276, -79.375694)"
Xawaash,falafel;fish;fries;meat;pasta;salad;juice-smoothie,"(43.637082, -79.693748)"
YAYA,fingerfood;gluten;free;home;made;vegan,"(43.663048, -79.331688)"
YGO Lab,bubble;tea;asian;bakery & cafe,"(43.662938, -79.403301)"
Yak & Yeti,fish;meat;noodles;chinese;asian,"(43.656429, -79.452934)"
Yang Teashop - Dundas,bubble;tea;asian;chinese;bakery & cafe,"(43.655291, -79.386829)"
Yang Teashop - North York,bubble;tea;asian;chinese;bakery & cafe,"(43.772866, -79.413449)"
Yang's Braised Chicken Rice DT,meat;chinese,"(43.653646, -79.39512)"
YiFang Fruit Tea - Chinatown,bubble;tea;asian;chinese;bakery & cafe,"(43.654117, -79.39809)"
YiFang Fruit Tea - Koreatown,bubble;tea;asian;chinese;bakery & cafe,"(43.664304, -79.414535)"
YiFang Fruit Tea - North York,bubble;tea;asian;chinese;bakery & cafe,"(43.776211, -79.414327)"
YiFang Taiwan Fruit Tea - Yorkville,bubble;tea;asian;chinese;bakery & cafe,"(43.667141, -79.385671)"
Yin Ji Chang Fen,fish;meat;wrap-burritos;noodles;dessert,"(43.569006, -79.667017)"
Yogu Froyo,ice;cream;dessert;bakery & cafe,"(43.6609, -79.382715)"
Yogurty's Froyo,ice;cream;bakery & cafe,"(43.665329, -79.409363)"
Yorkville Crepes,pancakes-crépes;salad;juice-smoothie;soup,"(43.672014, -79.387756)"
Yummies Pizza,wrap-burritos;mexican;pizza,"(43.650029, -79.439521)"
Yunshang Rice Noodle (DT),soup;noodles;asian,"(43.653678, -79.395041)"
Yuzu No Hana,soup;japanese;sushi,"(43.648346, -79.388329)"
ZA Pizza Bistro,salad;italian;pizza,"(43.647819, -79.391019)"
ZIBA Berlin Döner,vegan;spicy;falafel;fries;meat;salad;mediterranean,"(43.666384, -79.317014)"
Zaad Restaurant,falafel;fries;salad;middle;eastern,"(43.666737, -79.404587)"
Zaffron,meat;middle;eastern,"(43.793694, -79.418983)"
Zauq,meat;soup;indian,"(43.635449, -79.622727)"
ZenQ - North York,juice-smoothie;noodles;bubble;tea;bakery & cafe,"(43.776746, -79.414602)"
