Name,Cuisine,Coordinate
Kalypso Hut,meat;noodles;chinese,"(43.654918, -79.648572)"
Kamasutra Indian Restaurant,spicy;curry;indian,"(43.703943, -79.374536)"
Kanga Aussie Meat Pies,fingerfood;meat;bakery & cafe,"(43.648133, -79.37952)"
Kanga Aussie Meat Pies - Queensway,meat;vegetarian;bakery & cafe,"(43.623799, -79.512364)"
Kanpai Snack Bar,fingerfood;meat;asian,"(43.664402, -79.368225)"
Kanto by Tita Flips (Dundas),fingerfood;meat;noodles;asian,"(43.651768, -79.404968)"
Kaoi Sushi,soup;noodles;asian;sushi;japanese,"(43.598058, -79.59449)"
Karbouzi,home;made;american;greek;healthy;food,"(43.736183, -79.420181)"
Katana on Bay,asian;japanese;sushi,"(43.650337, -79.380783)"
Kate's Town Talk Bakery,meat;salad;juice-smoothie;soup;breakfast,"(43.58105, -79.713311)"
Kathmandu Indian Restaurant,spicy;curry;indian,"(43.67102, -79.387896)"
Kawa Sushi,fish;asian;japanese;sushi,"(43.663982, -79.380066)"
Kebab 49,kebab;meat;pizza;sandwiches;mediterranean,"(43.636033, -79.540755)"
Kelsey's - Aerowood Drive,fries;meat;pasta;salad;bbq;burgers;american,"(43.644461, -79.634366)"
Kenzo Ramen - Bloor,soup;noodles;ramen;japanese,"(43.666412, -79.40609)"
Kenzo Ramen - Dundas,soup;noodles;ramen;japanese,"(43.655605, -79.385025)"
Kenzo Ramen - Queen,soup;noodles;ramen;japanese,"(43.646904, -79.404678)"
Khao Gaeng Thai,curry;soup;noodles;thai;asian,"(43.59409, -79.534329)"
Khao Hakka Restaurant,spicy;meat;noodles;asian;thai;chinese,"(43.650986, -79.367923)"
Khau Gully,curry;meat;indian,"(43.700558, -79.396873)"
Kibo Sushi - Annex,fish;asian;japanese;seafood;sushi,"(43.665196, -79.410206)"
Kibo Sushi - Cabbagetown,fish;japanese;sushi,"(43.665653, -79.368301)"
Kibo Sushi - College,fish;japanese;sushi,"(43.654526, -79.423147)"
Kibo Sushi - Etobicoke,fish;japanese;sushi,"(43.600567, -79.5056)"
Kibo Sushi - King & Spadina,fish;japanese;sushi,"(43.64666, -79.394127)"
Kibo Sushi - Liberty,fish;japanese;sushi,"(43.638157, -79.417496)"
Kibo Sushi - Queen West,fish;meat;salad;soup;platters;asian;japanese,"(43.651175, -79.384347)"
Kibo Sushi - Sherbourne,fish;asian;japanese;seafood;sushi,"(43.671612, -79.378893)"
Kibo Sushi - St.Clair,fish;japanese;sushi,"(43.681339, -79.4263)"
Kibo Sushi - Yonge,fish;japanese;korean;seafood;sushi,"(43.643543, -79.376022)"
Kid Lee by Susur Lee,gluten;free;vegan;salad;foodora;exclusive,"(43.648842, -79.381585)"
Kimama Donburies Korean Restaurant,meat;korean,"(43.645751, -79.389946)"
King Dumpling,dumplings;meat;salad;soup;noodles;asian,"(43.64481, -79.393578)"
King Dumpling - Queen,dumplings;meat;salad;soup;noodles;asian,"(43.647524, -79.40088)"
King Place Restaurant,meat;middle;eastern,"(43.658005, -79.371009)"
King Rustic,canadian;pizza,"(43.641803, -79.411976)"
King's Belly English Pub,fingerfood;burgers;canadian;sandwiches,"(43.694687, -79.34285)"
Kings Breakfast - Queen,juice-smoothie;wrap-burritos;american,"(43.647516, -79.400885)"
Kinka Izakaya - Annex,fingerfood;noodles;sushi;japanese,"(43.665024, -79.410599)"
Kinka Izakaya - North York,noodles;ramen;mangeons50;asian;japanese,"(43.760391, -79.409805)"
Kinka Izakaya Harbourfront,fingerfood;fish;noodles;asian;seafood;sushi,"(43.641407, -79.380302)"
Kinka Izakaya Original,fingerfood;noodles;sushi;japanese,"(43.660435, -79.378769)"
Kinoya Sushi and Bar,spicy;fish;meat;salad;soup;noodles;platters,"(43.646363, -79.390049)"
Kiro Sushi,asian;japanese;sushi,"(43.672276, -79.387283)"
Kitchen Hub Food Hall - Queensway,fingerfood;meat;juice-smoothie;soup;noodles,"(43.623786, -79.512371)"
Kiva's Bagels - Richmond,meat;sandwiches;bakery & cafe,"(43.650152, -79.384808)"
Kiva's Bagels - St. Clair,meat;sandwiches;bakery & cafe,"(43.687795, -79.394772)"
Kizoku Sushi,asian;japanese;sushi,"(43.680412, -79.43074)"
Knockout Ice Cream,bakery;bakery & cafe;canadian,"(43.670744, -79.434748)"
Knuckle Sandwich,fingerfood;home;made;canadian;sandwiches,"(43.696228, -79.328697)"
Ko Ko Ramen,soup;noodles;ramen;asian,"(43.663982, -79.380066)"
Kobe Sizzlers,halal;kebab;bbq;platters;burgers;canadian,"(43.610033, -79.696968)"
Koh Lipe Thai Kitchen,curry;dumplings;fish;meat;juice-smoothie,"(43.655828, -79.393431)"
Koja Restaurant,noodles;sushi;japanese,"(43.639606, -79.421349)"
Korean Village Restaurant,spicy;dumplings;fish;meat;salad;soup;noodles,"(43.664554, -79.414415)"
Koricancha Restaurant,home;made;spicy;latin;american;spanish,"(43.695122, -79.451569)"
Kos Restaurant,fries;breakfast;canadian,"(43.654865, -79.403328)"
Kosher Gourmet,meat;salad;wrap-burritos;platters;sushi,"(43.717513, -79.429142)"
Kothur Indian Cuisine - Lakeshore,curry;home;made;indian,"(43.614471, -79.48867)"
Kotta Sushi,fish;japanese;sushi,"(43.638889, -79.428146)"
Krystos,pasta;salad;soup;seafood;greek,"(43.718555, -79.456329)"
Kung Fu Tea,bubble;tea;asian,"(43.664332, -79.414433)"
Kung Fu Tea - College,bubble;tea;bakery & cafe;asian,"(43.657641, -79.400884)"
Kupfert & Kim - Brookfield,home;made;vegan;healthy;food;vegetarian,"(43.646788, -79.379102)"
Kupfert & Kim - Spadina,home;made;vegan;healthy;food;vegetarian,"(43.647751, -79.396179)"
Kupfert & Kim - Yonge & Eglington,gluten;free;vegan;salad;juice-smoothie,"(43.707915, -79.398397)"
Kwan Dim Sum - Yonge (All Day Menu),soup;noodles;dim;sum;chinese,"(43.688678, -79.394588)"
Kwan Dim Sum - Yonge (Dim Sum Menu),noodles;dim;sum;chinese,"(43.688703, -79.39449)"
Kwan Dim Sum - York Mills (Dim Sum Menu),dumplings;meat;seafood;chinese,"(43.754395, -79.358244)"
La Canasta,spicy;meat;latin;american;sandwiches;mexican,"(43.650491, -79.415869)"
La Carnita - Eglinton Ave E,fries;meat;salad;taco;dessert;burgers;middle;eastern,"(43.707829, -79.394391)"
La Carnita - John St.,fries;meat;salad;taco;dessert;burgers;middle;eastern,"(43.647138, -79.390133)"
La Carnita - Queen E,fries;meat;taco;dessert;burgers;mexican,"(43.659615, -79.347407)"
La Cubana,latin;american;sandwiches;spanish,"(43.650711, -79.451225)"
La Cubana - Gerrard,salad;soup;chinese;sandwiches;spanish,"(43.669042, -79.337182)"
La Diperie - Bay Street,dessert;bakery & cafe,"(43.658848, -79.384773)"
La Diperie - Beaches,bakery & cafe,"(43.672296, -79.290191)"
La Fenice ChopHouse,fish;meat;pasta;salad;dessert;italian,"(43.646229, -79.390741)"
La Mexicana,fingerfood;home;made;taco;mexican;spanish,"(43.725727, -79.431053)"
La Mona's,italian,"(43.639051, -79.427589)"
La Prep - 901 King W,salad;juice-smoothie;soup;wrap-burritos,"(43.64186, -79.411226)"
La Tortilleria - Dufferin,home;made;spicy;latin;american;mexican,"(43.659584, -79.435051)"
La Tortilleria - Kensington,home;made;spicy;latin;american;mexican,"(43.654358, -79.402229)"
La Tortilleria - Kipling,home;made;spicy;taco;wrap-burritos;latin;american,"(43.631901, -79.530714)"
La Veranda Osteria,home;made;pasta;italian;mediterranean,"(43.647614, -79.511818)"
Lahore Tikka House,curry;indian;vegetarian;middle;eastern,"(43.671459, -79.324645)"
Lahuna Poke Shop,spicy;fish;meat;salad;poke;asian;healthy;food,"(43.64651, -79.378785)"
Lai Wah Heen,fingerfood;asian;chinese,"(43.654671, -79.386169)"
Lakeshore Snack Shack,meat;american;vietnamese,"(43.597271, -79.522446)"
Lan Vietnamese Restaurant,meat;meat;asian;asian;vietnamese;vietnamese,"(43.659065, -79.347877)"
Lao Thai,fingerfood;meat;soup;noodles;asian;seafood,"(43.642792, -79.427498)"
Lawai'a Poke,vegan;fingerfood;fish;taco;poke;dessert,"(43.644059, -79.403389)"
Lebanon Express - Yonge,falafel;mediterranean;middle;eastern,"(43.661088, -79.382769)"
Lebanon Express- College,falafel;kebab;meat;salad;juice-smoothie,"(43.652566, -79.43309)"
Lebanon Express- Dundas,falafel;kebab;meat;salad;juice-smoothie,"(43.665838, -79.471414)"
Leburger,halal;fries;meat;fried;chicken;burgers;middle;eastern,"(43.657358, -79.380944)"
Lechon Republik Ltd.,meat;breakfast;asian,"(43.706096, -79.442365)"
Lee Chen Asian Bistro - King,meat;asian;chinese,"(43.647537, -79.386871)"
Lee Chen Asian Bistro - Yorkville,fingerfood;meat;asian;chinese,"(43.672372, -79.387436)"
Lee Restaurant - Dinner,salad;foodora;exclusive;healthy;food;vegetarian,"(43.644144, -79.400465)"
Leela Indian Food Bar,spicy;curry;fish;indian,"(43.665623, -79.47348)"
Lemongrass,dumplings;fries;meat;pasta;salad;soup,"(43.706637, -79.375776)"
Levetto - Liberty Village,home;made;pasta;pizza;italian,"(43.641491, -79.421707)"
Leziz Kitchen,kebab;meat;salad;wrap-burritos;mediterranean,"(43.604244, -79.535332)"
Li's Braised Chicken,spicy;fish;meat;soup;noodles;asian;chinese,"(43.659602, -79.384858)"
Liberty Shawarma - Atlantic Ave,halal;spicy;meat;salad;healthy;food;sandwiches,"(43.63945, -79.421231)"
Liberty Shawarma - Queen,halal;spicy;meat;salad;healthy;food;sandwiches,"(43.659081, -79.349697)"
Liberty Shawarma - Spadina,halal;spicy;salad;healthy;food;sandwiches,"(43.641053, -79.393522)"
Liberty Village Rotisserie,home;made;american;greek;healthy;food,"(43.639893, -79.421959)"
Light Cafe Inc,asian;bakery & cafe;sandwiches,"(43.655975, -79.39299)"
Lighthouse 971,fish;fries;meat;pasta;salad;taco;wrap-burritos,"(43.680365, -79.287254)"
Little Coxwell Restaurant,noodles;asian;vietnamese,"(43.696156, -79.32908)"
Little India - Queen St,curry;indian,"(43.650234, -79.388954)"
Little Tibet Restaurant,dumplings;meat;seafood;asian,"(43.640099, -79.438111)"
Loaded Pierogi - Queen West,home;made;fingerfood;pierogis;american,"(43.645901, -79.410072)"
Loaded Pierogi - Union Station,home;made;fingerfood;pierogis;american,"(43.644287, -79.380878)"
Loaded Pierogi - Wellesley,home;made;fingerfood;pierogis;american,"(43.664682, -79.380738)"
Lola's Food Inc,mexican,"(43.51574, -79.6974)"
Lonch Sushi - Gerrard Square,meat;salad;soup;chinese;sushi,"(43.669162, -79.339163)"
Long Time No Tea,pancakes-crépes;juice-smoothie;dessert,"(43.708175, -79.343666)"
Love Chix,meat;salad;juice-smoothie;dessert;sandwiches,"(43.665295, -79.454097)"
Lucky Greens,vegan;pasta;salad;soup;vegetarian;healthy;food,"(43.64481, -79.393578)"
M'Zaar Restaurant,fingerfood;falafel;salad;wrap-burritos;middle;eastern,"(43.667187, -79.38588)"
M2GO by Mandarin,meat;noodles;asian;chinese,"(43.770969, -79.500839)"
MAKKAH Restaurant,meat;fried;chicken;bbq;middle;eastern,"(43.680809, -79.336715)"
MAiZ - The Junction,spicy;taco;wrap-burritos;mexican,"(43.665345, -79.466133)"
Mad Mexican Restaurant,taco;dessert;mexican,"(43.658642, -79.488029)"
Mad Radish - Bloor,salad;juice-smoothie;sandwiches;vegetarian,"(43.671155, -79.383466)"
Mad Radish - Yonge St,salad;juice-smoothie;sandwiches;vegetarian,"(43.707614, -79.398325)"
Madras Masala South Indian,curry;meat;pancakes-crépes;soup;fried;chicken,"(43.663045, -79.421833)"
Maezo Modern Indian Cuisine,gluten;free;home;made;vegan;spicy;curry,"(43.650936, -79.381958)"
Maggie's Diner,salad;soup;breakfast;burgers;sandwiches,"(43.542572, -79.596242)"
Magical Taste of China,chinese,"(43.653343, -79.394759)"
Maiz,fingerfood;meat;taco;dessert;canadian,"(43.728798, -79.403892)"
Maiz Arepa Bar,fingerfood;meat;latin;american;sandwiches,"(43.647655, -79.402377)"
Makan Noodle Bar - Stackt market,vegan;fingerfood;meat;noodles;american,"(43.64097, -79.402115)"
Maker Pizza - Avenue Rd.,fingerfood;sandwiches;pizza,"(43.722994, -79.415294)"
Maker Pizza - Cameron St,fingerfood;pizza;sandwiches,"(43.650391, -79.398064)"
Maki Sushi Japanese Restaurant,sushi,"(43.710358, -79.362488)"
Mamacita's Gourmet Pizzas,meat;pasta;bbq;italian;sandwiches;vegetarian,"(43.704499, -79.407164)"
Mambo Lounge,fingerfood;salad;healthy;food;latin;american,"(43.676521, -79.358116)"
Mamma's Pizza - Adelaide,salad;sandwiches;pizza,"(43.650927, -79.37855)"
Mamma's Pizza - Bloor,salad;sandwiches;pizza,"(43.672265, -79.387393)"
Mamma's Pizza - Richmond St.,italian;sandwiches;pizza,"(43.647722, -79.395634)"
Mandi Afandi,meat;salad;soup;middle;eastern,"(43.63637, -79.625291)"
Mandy,meat;salad;wrap-burritos;middle;eastern,"(43.666514, -79.374563)"
Mango Like Dessert,dumplings;juice-smoothie;dessert;bubble;tea,"(43.665411, -79.408881)"
Mango Mirchi,meat;seafood;indian,"(43.658984, -79.65134)"
Mani's Pizza & Wings,fish;kebab;meat;pasta;salad;wrap-burritos,"(43.615747, -79.64053)"
Mantra by Host,curry;indian,"(43.733855, -79.345037)"
Marble Slab Creamery - Dundas,dessert;bakery & cafe,"(43.656681, -79.380253)"
Marché - Brookfield Place,meat;pasta;salad;soup;wrap-burritos;dessert,"(43.647368, -79.37875)"
Marigold,spicy;curry;indian,"(43.702881, -79.387985)"
Market Street Catch,gluten;free;fish;salad;american;healthy;food,"(43.648537, -79.371925)"
Marvel Burger,burgers,"(43.668255, -79.387192)"
Masala Canteen,curry;fish;meat;soup;noodles;dessert;asian,"(43.613507, -79.69519)"
Masalawala Indian Canteen,spicy;curry;dessert;vegetarian;indian,"(43.654861, -79.414771)"
Masseria,home;made;fingerfood;healthy;food;italian,"(43.644421, -79.399742)"
Mastro Nick Pizzeria & Restaurant,fries;meat;salad;juice-smoothie;soup;bbq,"(43.686423, -79.473299)"
Matha Roti - East Indian Cuisine,spicy;curry;meat;indian,"(43.66211, -79.406306)"
Maurya East Indian Roti - Lakeshore,halal;home;made;spicy;curry;vegetarian,"(43.613323, -79.489243)"
Maurya East Indian Roti - Liberty,halal;home;made;spicy;curry;vegetarian,"(43.638775, -79.41626)"
Maurya Roti - Bayview,halal;home;made;spicy;curry;meat;vegetarian,"(43.705369, -79.374839)"
Maybes Restaurant,fingerfood;falafel;fries;kebab;meat;wrap-burritos,"(43.708324, -79.392746)"
Mazaya,falafel;fries;kebab;meat;salad;wrap-burritos,"(43.636991, -79.623929)"
Mazeh,meat;salad;fried;chicken;middle;eastern,"(43.657393, -79.380847)"
Me Va Me,falafel;salad;mediterranean;vegetarian;middle;eastern,"(43.650063, -79.390648)"
Mean Bao - Annex Food Hall,spicy;dumplings;chinese,"(43.666302, -79.406118)"
Mean Bao - Bathurst,spicy;fingerfood;asian;chinese,"(43.646809, -79.40361)"
Mean Bao - Roncy,dumplings;fingerfood;asian;chinese,"(43.653816, -79.4515)"
Mean Bao - The Grange,fingerfood;asian;chinese,"(43.654427, -79.390335)"
Meet Fresh,dessert;healthy;food;asian,"(43.773383, -79.413692)"
Meet Noodles,meat;juice-smoothie;noodles;bbq;dessert,"(43.527393, -79.650634)"
Megumi Sushi,fish;japanese;seafood;sushi,"(43.639503, -79.446869)"
Melt n Dip,ice;cream;pancakes-crépes;salad;juice-smoothie,"(43.627298, -79.628815)"
Meltwich,fingerfood;american;sandwiches;vegetarian,"(43.649021, -79.391548)"
Meltwich - Queensway,fingerfood;american;canadian;vegetarian,"(43.626965, -79.500534)"
Meltwich - Streetsville,meat;salad;soup;sandwiches,"(43.582037, -79.715655)"
Menchie's - College,american;bakery & cafe;canadian,"(43.654842, -79.414948)"
Menchie's - St Clair West,bakery & cafe,"(43.683212, -79.418961)"
Mexicados Burritos & Bowls,gluten;free;meat;salad;mexican,"(43.661481, -79.338635)"
Mi Taco Taqueria,fingerfood;taco;wrap-burritos;healthy;food,"(43.650272, -79.388702)"
Mi Taco Taqueria - Bloor West,fingerfood;taco;wrap-burritos;healthy;food,"(43.665401, -79.408989)"
Mi'hito Sushi - College,meat;poke;japanese;sushi,"(43.657702, -79.400934)"
Mi'hito Sushi - Mississauga,meat;taco;poke;sushi,"(43.637394, -79.691626)"
Michaels Back Door Restaurant,meat;pasta;seafood;italian,"(43.518021, -79.622629)"
Midnight Munchies,dessert;american,"(43.665049, -79.448821)"
Midtown Gastro Hub,fingerfood;burgers;canadian;sandwiches,"(43.689762, -79.394501)"
Mii Sandwiches - North York,salad;soup;noodles;vietnamese;sandwiches,"(43.726149, -79.451841)"
Milagro - Mercer,spicy;fingerfood;meat;taco;latin;american,"(43.645775, -79.389679)"
Milagro - Queen West,home;made;spicy;meat;taco;latin;american,"(43.646233, -79.408264)"
Milestones - Mississauga,fingerfood;fries;meat;canadian;sandwiches,"(43.609178, -79.691085)"
Milestones - The Queensway,fries;meat;canadian;sandwiches;american,"(43.623148, -79.515378)"
Milestones - Yonge & Dundas,fingerfood;fries;meat;canadian;sandwiches,"(43.656872, -79.380752)"
Millie Patisserie & Creamery,bakery & cafe,"(43.646439, -79.394325)"
Ming Room,meat;salad;soup;asian;chinese,"(43.597617, -79.735108)"
Miss Korea,fried;chicken;home;made;noodles;spicy,"(43.668995, -79.385956)"
Mister Pide,meat;middle;eastern,"(43.67998, -79.341577)"
Momo Hut and Garden,meat;noodles;asian,"(43.677354, -79.351354)"
Momo Place,meat;breakfast;sandwiches;vegetarian;asian,"(43.612121, -79.541645)"
Monasaba,meat;asian;middle;eastern,"(43.532015, -79.672377)"
Monga Fried Chicken,fries;fried;chicken;asian,"(43.667702, -79.385788)"
Monkey Sushi,fish;noodles;dessert;sushi;japanese,"(43.665573, -79.408043)"
Montecito,salad;pizza;italian,"(43.647484, -79.390941)"
Moo Frites,home;made;fingerfood;american;french,"(43.65485, -79.400642)"
Mooring Eats,falafel;kebab;meat;salad;mediterranean,"(43.613372, -79.489278)"
Morso Me,home;made;fingerfood;pasta;salad;american,"(43.642891, -79.408455)"
Mother India,halal;home;made;spicy;curry;asian;vegetarian,"(43.640816, -79.436211)"
Motimahal,spicy;curry;indian,"(43.672394, -79.322693)"
Mr Greek - Argentia,fish;fries;meat;salad;wrap-burritos;burgers,"(43.596742, -79.785489)"
Mr Sub - Dufferin,meat;salad;juice-smoothie;wrap-burritos,"(43.708871, -79.454026)"
Mr Sub - Keele,meat;salad;juice-smoothie;wrap-burritos,"(43.76062, -79.489649)"
Mr. Greek (333 Bremner Blvd),falafel;fish;meat;salad;wrap-burritos;burgers,"(43.640558, -79.391348)"
Mr. K Burger - Downtown,burgers,"(43.653656, -79.39875)"
Mr. K Burger - North York,burgers,"(43.776211, -79.414327)"
Mr. Tasty's,british;sandwiches;burgers,"(43.688896, -79.297466)"
Mt. Everest Restaurant - Eglinton Ave E,indian,"(43.713639, -79.36561)"
Muddy Duck,meat;pasta;salad;fried;chicken;burgers,"(43.625838, -79.565379)"
Mumma's Burritos,meat;wrap-burritos;mexican,"(43.510583, -79.668225)"
Muncheez - North York,pancakes-crépes;french,"(43.803452, -79.420079)"
Murphy's Law,fries;meat;salad;soup;american;burgers,"(43.667351, -79.312805)"
Mustachio - Bay Street,pasta;italian;sandwiches,"(43.655991, -79.383461)"
My Dosa Place,curry;indian,"(43.64168, -79.375884)"
My Dosa Place - Jane,curry;meat;juice-smoothie;dessert;indian,"(43.657869, -79.48794)"
My Dosa Place - Parkdale,fish;meat;indian,"(43.641586, -79.433529)"
My Dosa Place - Yonge,curry;meat;juice-smoothie;dessert;indian,"(43.731473, -79.404246)"
My Meatball Place,meat;poutine;poutines;indian;italian,"(43.644162, -79.401189)"
My Roti Express,spicy;curry;meat;indian,"(43.644041, -79.401044)"
My Roti Place - Harbourfront,spicy;meat;indian,"(43.64168, -79.375884)"
My Roti Place - Jane,spicy;curry;fish;meat;indian,"(43.657869, -79.48794)"
My Roti Place - King,meat;indian,"(43.64186, -79.411219)"
My Roti Place - Leslieville,fish;meat;indian,"(43.660882, -79.341355)"
My Roti Place - Mid-Town,spicy;meat;indian,"(43.701031, -79.396803)"
My Roti Place - Queen,fish;meat;indian,"(43.648687, -79.397329)"
My Roti Place - Yonge,spicy;curry;fish;meat;indian,"(43.731498, -79.404112)"
Mykonos Restaurant,home;made;salad;mediterranean;greek,"(43.674422, -79.388054)"
NU Bügel,bakery & cafe;breakfast,"(43.655388, -79.402573)"
Naan & Kabob - Laird,falafel;kebab;meat;wrap-burritos;middle;eastern,"(43.704626, -79.361411)"
Naan & Kabob - Yonge,falafel;kebab;meat;wrap-burritos;middle;eastern,"(43.669042, -79.386135)"
Naan & Kabob Catering - Laird,halal;gluten;free;vegan;curry;kebab;meat,"(43.704833, -79.361504)"
Naan & Kabob Catering - Yonge,halal;gluten;free;vegan;curry;kebab;meat,"(43.669042, -79.386135)"
NaanSpot,gluten;free;vegan;fish;meat;salad;dessert,"(43.657732, -79.402121)"
Nada Wraps,salad;canadian,"(43.668255, -79.387192)"
NaiNai Noodles,dumplings;soup;noodles;asian,"(43.657481, -79.380999)"
Napoli Centrale,fingerfood;home;made;pasta;italian;mediterranean,"(43.669426, -79.413177)"
Nectar Drops,gluten;free;juice-smoothie;healthy;food,"(43.64182, -79.727827)"
New Haandi 2000,meat;seafood;vegetarian;indian,"(43.671832, -79.323498)"
New Ho King,meat;noodles;chinese,"(43.656136, -79.399596)"
New Sky Restaurant,meat;asian;chinese,"(43.655411, -79.39875)"
New York Cheesecake,dessert;bakery & cafe,"(43.627384, -79.629065)"
New York Subs And Burritos,indian;mexican;vegetarian;sandwiches,"(43.647804, -79.401832)"
Nikko Sushi,dumplings;fish;meat;salad;soup;noodles,"(43.704503, -79.409728)"
Niko's Greek Grill - Pape (A Jackpot Brandz Kitchen),salad;burgers;sandwiches;greek,"(43.689774, -79.349327)"
Nil's Turkish Kitchen,meat;breakfast;burgers;sandwiches,"(43.652015, -79.404964)"
Nirvana Food,soup;vegetarian;indian,"(43.626192, -79.677121)"
Niuda Hand-Pulled Noodles,noodles;asian;chinese,"(43.650489, -79.38923)"
Nom Nom Nom Poutine,american;bakery & cafe;canadian,"(43.652065, -79.404747)"
Noodle King,dumplings;meat;salad;juice-smoothie;soup,"(43.719643, -79.457196)"
Noodle Me【味道拉面】,meat;noodles;asian,"(43.599187, -79.679243)"
Noodles Noodles,meat;soup;noodles;asian;seafood;vegetarian,"(43.64481, -79.393578)"
Noodles Noodles - Queen,meat;soup;noodles;asian;seafood;vegetarian,"(43.647512, -79.400857)"
Nook - Catering,meat;salad;platters;sandwiches;breakfast,"(43.644793, -79.396748)"
North of Bombay,meat;soup;vegetarian;indian,"(43.66559, -79.469288)"
North of Brooklyn Pizzeria - Commissary,salad;pizza,"(43.682113, -79.468415)"
North of Brooklyn Pizzeria - Dundas West,canadian;pizza,"(43.649108, -79.421968)"
North of Brooklyn Pizzeria - The Village,pizza,"(43.664423, -79.380103)"
Nourishmoi,vegan;salad;juice-smoothie;burgers;sandwiches,"(43.559026, -79.577436)"
Nuit Social,fingerfood;french,"(43.643044, -79.425468)"
OMG Oh My Gyro,halal;home;made;meat;greek,"(43.65023, -79.391014)"
ONO Poké Bar,poke;healthy;food;asian,"(43.639187, -79.415802)"
Ocean Palate,curry;meat;indian,"(43.630059, -79.626984)"
Old School,american;burgers;sandwiches,"(43.651985, -79.408417)"
Olivetree Delicafè,meat;salad;bakery & cafe;healthy;food,"(43.668377, -79.682728)"
On the Bun,fries;meat;burgers,"(43.62999, -79.627898)"
On the Rocks,meat;salad;seafood;chinese,"(43.65015, -79.368469)"
One Love Vegetarian,caribbean;latin;american;vegetarian,"(43.666683, -79.411964)"
Onnki Donburi,meat;foodora;exclusive;japanese,"(43.669865, -79.384812)"
Opa Greek,fish;meat;salad;wrap-burritos;mediterranean,"(43.64481, -79.393578)"
Opa Greek - Queen,fish;meat;salad;wrap-burritos;mediterranean,"(43.647501, -79.400878)"
Orange Fish Sushi House,meat;japanese;seafood;sushi;vegetarian,"(43.531961, -79.612642)"
Oretta,meat;pasta;salad;noodles;dessert;canadian,"(43.643917, -79.401627)"
Oretta Caffe,dessert;vegetarian;italian,"(43.643917, -79.401766)"
Oriental Taste,meat;noodles;seafood;chinese,"(43.656764, -79.364644)"
Original Gyro Grill - Danforth,wrap-burritos;sandwiches;greek,"(43.678205, -79.347656)"
Osaka Sushi Japanese Restaurant,spicy;meat;sushi,"(43.655769, -79.455632)"
Osmow's - 2439 Yonge St,spicy;falafel;fries;kebab;meat;salad;platters,"(43.710812, -79.399023)"
Osmow's - 2583 St Clair,falafel;meat;salad;wrap-burritos;platters,"(43.667547, -79.489872)"
Osmow's - 4850 Dundas,falafel;meat;salad;wrap-burritos;platters,"(43.650726, -79.527428)"
Osmow's - 75 Billy Bishop,falafel;meat;salad;wrap-burritos;platters,"(43.73325, -79.451559)"
Osmow's - Bloor West,halal;falafel;fries;kebab;meat;salad;middle;eastern,"(43.649637, -79.483234)"
Osmow's - College Street,home;made;falafel;fries;kebab;mediterranean,"(43.657188, -79.403442)"
Osmow's - Living,meat;salad;middle;eastern,"(43.589819, -79.648343)"
Osmow's - Queen Street,falafel;fries;kebab;middle;eastern,"(43.647278, -79.402435)"
Osmow's - Rogers Road,falafel;kebab;meat;salad;spanish;middle;eastern,"(43.681973, -79.471837)"
Otoro Sushi,fish;japanese;sushi,"(43.650017, -79.479992)"
Otto's Berlin Döner,spicy;fingerfood;falafel;fries;meat;wrap-burritos,"(43.656368, -79.40287)"
Otto's Bierhalle,meat;salad;pub;fare;sandwiches,"(43.643262, -79.422078)"
Our Spot,fries;meat;salad;juice-smoothie;wrap-burritos,"(43.654878, -79.400969)"
Our Spot - Danforth,fries;meat;salad;juice-smoothie;wrap-burritos,"(43.6842, -79.319051)"
Outrigger,meat;canadian;sandwiches;asian,"(43.67275, -79.287824)"
Oxtail Pho & Banh Mi,vegan;spicy;dumplings;fish;meat;salad,"(43.651813, -79.408942)"
PG Clucks - Annex,fingerfood;meat;american;sandwiches,"(43.666302, -79.406118)"
PG Clucks - College,fingerfood;meat;american;sandwiches,"(43.655109, -79.414505)"
POKEWAVE,salad;poke;healthy;food;seafood;asian,"(43.66354, -79.384274)"
POP (Health Food Shop),gluten;free;salad;soup;healthy;food,"(43.643593, -79.399635)"
PaPa CEO,pasta;pizza,"(43.663277, -79.402588)"
Pablo - Dundas,ice;cream;dessert;japanese;bakery & cafe,"(43.655778, -79.384743)"
Pablo - Fairview,ice;cream;dessert;japanese;bakery & cafe,"(43.77799, -79.344091)"
Pai Northern Thai Kitchen - Queensway,curry;fish;meat;salad;soup;noodles;asian,"(43.623773, -79.512386)"
Paintbox Bistro,vegan;salad;burgers;healthy;food;vegetarian,"(43.660116, -79.362933)"
Paisano,salad;pizza;seafood;italian,"(43.754755, -79.349829)"
Palm Lane,salad;vegetarian;healthy;food,"(43.671598, -79.394698)"
Panago Pizza - Bathurst,salad;pizza,"(43.664783, -79.410934)"
Panini Panini,salad;soup;sandwiches,"(43.64481, -79.393578)"
Panini Panini - Queen,salad;soup;sandwiches;italian,"(43.647507, -79.400874)"
Panino by Harbour Eats,meat;wrap-burritos;american;canadian,"(43.641712, -79.380257)"
Pantry Rosedale,home;made;meat;salad;dessert;canadian,"(43.67844, -79.390152)"
Papa John's - 1269 College St,meat;american;italian;pizza,"(43.65091, -79.439425)"
Papa John's - 255 Dundas E,meat;pizza,"(43.658248, -79.372471)"
Papa John's - 653 College St,meat;italian;pizza,"(43.654781, -79.416123)"
